GeneID	HBXGZ	HBXHA	HBXHB	HBXHC	HBXHG	HBXHH	HBXHN	HBXHO	HBXHP	HBXHS	HBXHT	HBXHU	HBXHW	HBXHX	HBXHY	HBXHZ	HBXNA	HBXNB	HBXNC	HBXNG	HBXNH	HBXNN	HBXNO	HBXNP	HBXNS	HBXNT	HBXNU
639296052	216.79	222.49	219.54	315.81	335.0	311.38	265.3	302.56	283.97	317.41	314.5	344.2	359.63	292.34	244.46	25.86	12.79	56.78	17.41	21.51	25.37	27.64	33.35	31.16	142.11	39.38	82.25
639296053	34.77	33.98	40.35	46.03	32.71	38.81	53.73	48.83	53.32	49.59	47.93	44.04	42.09	40.72	50.77	25.9	14.03	26.43	14.62	20.95	19.43	18.96	30.33	24.37	60.92	33.82	42.28
639296054	274.85	284.35	287.49	385.95	437.0	404.1	355.82	383.34	409.52	451.73	462.91	511.34	468.83	373.26	352.09	27.65	11.39	68.71	12.95	22.47	18.95	23.55	26.73	28.34	142.32	45.52	68.33
639296055	21.26	15.5	22.5	18.39	16.87	25.26	14.04	16.8	21.71	29.12	31.82	19.55	25.02	33.19	30.12	5.9	2.6	4.25	1.32	2.7	1.16	4.02	1.16	3.39	8.42	2.85	3.5
639296056	98.44	112.42	103.57	263.67	263.74	270.23	254.09	264.5	263.31	286.59	280.78	280.12	284.28	245.8	223.56	92.43	30.5	109.09	30.14	79.99	99.18	62.5	87.72	67.87	236.9	161.52	181.01
639296057	49.58	59.27	60.19	110.35	99.35	107.77	89.01	99.22	110.87	125.81	124.56	117.8	127.32	96.46	115.2	10.96	6.53	19.01	7.35	9.68	16.03	9.77	13.89	11.45	46.8	21.88	24.96
639296058	64.35	60.09	66.15	118.0	139.88	119.76	96.9	110.38	118.27	129.37	121.39	125.25	134.16	96.97	99.41	11.49	6.47	18.94	4.68	7.7	7.99	10.89	13.61	11.11	54.12	23.38	32.12
639296059	39.45	37.3	40.91	76.1	64.73	65.06	55.87	66.74	74.01	70.2	62.63	69.5	67.63	59.94	62.99	8.7	4.83	13.84	5.8	5.42	6.6	7.67	11.19	8.93	46.12	14.46	21.61
639296060	110.97	121.62	119.03	232.62	246.99	237.56	187.11	226.82	212.94	231.05	230.6	250.23	241.05	183.68	159.63	20.23	9.84	40.55	12.42	18.17	26.77	21.37	30.8	25.3	211.56	44.47	94.4
639296061	31.41	32.22	37.46	80.99	81.23	73.72	65.32	78.6	65.31	77.46	70.37	88.68	64.68	86.07	66.03	10.61	7.07	17.32	2.95	5.71	11.71	14.04	11.08	14.45	76.12	15.84	30.46
639296062	537.38	519.57	514.96	796.88	770.06	765.66	507.52	570.85	633.86	637.42	543.95	626.96	644.53	567.64	478.72	130.04	53.47	170.18	58.82	94.95	108.67	140.27	224.06	158.29	348.7	175.79	246.71
639296063	635.17	661.77	636.63	1030.41	1152.59	1114.22	857.32	948.25	917.05	1018.08	992.85	1169.58	1109.03	951.16	730.06	60.6	25.9	153.57	23.89	38.48	55.79	64.57	97.99	70.79	454.32	104.01	192.94
639296064	337.8	347.58	333.48	538.29	518.76	529.94	429.75	495.69	468.59	492.04	486.14	550.67	542.24	451.41	351.92	59.51	29.16	96.44	17.92	28.74	30.46	40.34	55.73	44.67	282.08	79.46	140.87
639296065	349.34	350.92	356.99	526.02	536.86	523.73	449.55	486.96	464.85	517.07	497.02	568.24	554.66	434.11	390.0	51.38	21.85	92.42	14.0	24.1	36.1	38.54	51.14	39.05	268.93	71.52	121.51
639296066	61.15	61.66	71.91	75.34	113.84	98.78	75.4	103.23	127.88	110.72	145.2	112.4	101.91	93.68	87.86	11.83	6.78	17.05	8.42	11.02	8.61	13.11	10.34	8.38	31.18	15.12	17.98
639296067	424.55	421.91	424.13	444.67	490.27	469.06	376.43	450.59	422.17	536.23	560.27	625.41	467.2	343.79	361.62	33.26	19.55	78.93	26.23	33.79	35.21	36.68	54.95	41.37	168.73	58.49	91.28
639296068	493.57	486.17	474.62	560.37	681.52	587.68	466.36	602.97	534.75	662.22	665.13	656.98	610.02	464.89	425.93	73.74	34.14	122.42	27.86	41.8	37.08	59.32	71.63	64.06	311.29	93.65	149.75
639296069	149.53	167.58	163.66	137.35	125.46	136.45	125.26	117.97	138.09	110.33	108.36	111.38	159.39	125.47	113.11	19.21	14.06	27.11	5.96	10.78	7.42	20.6	14.74	12.86	35.92	28.62	39.97
639296070	48.17	47.37	53.47	81.43	84.33	80.37	70.19	73.75	76.68	90.12	85.04	90.69	91.39	68.45	63.53	7.82	6.16	14.57	2.42	3.53	4.51	6.85	6.01	8.4	72.04	11.68	22.64
639296071	34.52	29.59	38.6	42.62	31.41	36.33	39.44	41.19	43.15	43.81	43.96	45.16	45.35	37.19	42.87	8.03	7.49	10.92	7.81	8.53	3.93	8.73	14.64	10.76	11.74	11.07	12.64
639296072	32.35	33.76	37.59	50.44	36.67	38.17	50.06	53.26	50.59	52.02	50.38	54.94	53.03	48.5	43.99	8.97	6.89	15.08	5.58	7.13	11.2	14.85	13.77	15.06	17.5	15.3	17.73
639296073	223.24	234.32	220.78	420.79	414.69	421.21	380.73	396.91	390.34	443.4	404.23	468.36	510.27	404.27	412.75	26.36	13.4	74.55	10.64	15.92	23.91	25.47	30.99	22.59	285.23	45.25	106.7
639296074	493.28	493.33	469.86	961.62	998.23	1005.2	798.07	828.84	766.01	942.16	954.79	1062.14	1046.75	834.47	727.17	50.48	29.68	137.11	21.76	42.76	51.89	51.56	78.9	55.91	414.49	70.75	150.1
639296075	2.5	2.31	1.18	0.0	1.35	0.94	1.52	0.56	2.88	1.48	1.04	0.0	1.33	1.41	1.86	4.61	2.84	1.66	2.16	3.38	1.04	6.66	3.09	6.82	1.13	2.54	3.38
639296076	44.32	34.41	33.2	140.05	111.99	148.8	163.0	139.72	147.21	102.32	104.83	102.21	127.74	138.91	205.85	170.39	137.37	187.69	181.23	184.8	184.48	169.17	165.84	166.96	166.94	199.8	149.1
639296077	38.24	41.65	41.15	55.61	66.35	56.24	46.6	53.77	56.61	59.13	52.3	59.34	60.88	50.67	61.33	16.43	8.06	18.66	15.24	16.13	19.09	29.39	33.12	31.97	56.61	20.9	26.59
639296078	174.8	188.68	194.52	115.32	111.23	118.45	138.37	108.37	123.18	111.19	120.32	124.24	115.78	135.79	130.78	18.26	17.09	21.62	14.26	19.71	20.35	25.4	37.59	28.62	35.76	25.07	34.33
639296079	71.21	68.04	72.95	14.92	17.89	13.66	13.6	20.41	20.47	15.8	18.37	20.4	17.91	21.82	21.89	45.49	53.43	48.29	49.03	48.27	61.04	58.98	57.19	56.73	179.99	85.35	114.18
639296080	1397.97	1363.99	1385.68	162.21	209.85	173.58	128.3	190.07	160.77	131.95	155.73	144.63	145.6	164.63	111.28	481.0	280.99	418.5	123.58	217.17	311.17	277.19	237.35	259.24	2033.51	866.26	1714.17
639296081	426.65	453.3	427.62	37.31	40.69	35.17	40.35	39.35	41.66	39.33	39.67	38.49	28.76	42.04	24.5	94.99	77.43	76.76	43.53	72.78	92.2	89.2	81.47	93.12	546.04	203.59	453.8
639296082	428.68	402.88	421.78	33.89	34.27	28.48	39.27	38.07	29.93	32.66	36.88	38.52	29.46	39.15	22.68	73.46	53.26	66.84	34.05	44.35	63.33	83.93	81.16	76.67	278.12	131.94	302.7
639296083	598.88	598.86	583.65	44.88	44.23	41.29	45.37	49.89	45.15	48.4	48.44	49.39	33.73	60.11	30.51	44.94	34.49	42.74	24.11	34.77	32.74	46.34	46.91	45.51	86.67	84.74	192.84
639296084	461.62	451.18	458.34	35.97	41.96	37.57	38.87	41.41	40.17	35.08	41.9	42.27	32.07	44.52	27.12	79.28	56.84	65.96	45.07	59.76	98.43	65.11	68.57	61.0	56.47	146.23	274.85
639296085	2.69	3.45	3.58	8.05	3.99	5.7	5.89	7.58	9.53	9.95	5.6	6.38	6.52	7.61	11.25	14.49	13.04	15.66	9.53	8.78	13.99	13.12	17.37	20.17	8.86	10.62	8.06
639296086	28.35	23.97	22.35	35.29	30.81	32.35	42.26	39.42	32.76	40.15	44.06	45.68	30.31	28.18	26.64	42.18	36.41	37.71	65.88	86.17	70.52	75.04	73.88	71.99	94.32	64.83	60.95
639296087	431.89	435.24	437.12	326.04	319.91	336.78	359.59	330.26	340.16	354.58	356.7	379.52	34.6	49.09	39.24	39.25	54.53	66.28	71.14	44.66	35.21	30.21	39.65	31.32	54.84	40.63	56.15
639296088	316.79	281.41	304.1	324.73	306.26	311.76	293.29	371.37	381.93	312.75	320.24	313.46	53.94	69.36	60.93	60.49	75.79	90.46	121.81	55.86	46.75	54.22	52.62	56.24	146.07	60.21	67.46
639296089	745.13	795.06	799.34	861.91	921.1	853.64	825.58	860.69	870.58	744.76	751.91	729.49	161.46	169.94	151.85	46.65	22.14	140.55	27.86	49.32	64.57	79.1	108.68	86.21	350.8	84.39	142.09
639296090	93.07	85.97	83.57	106.51	101.02	100.95	100.91	97.55	105.56	106.45	109.96	113.4	87.46	81.1	78.05	28.38	13.0	37.09	20.01	30.43	42.51	56.52	67.19	58.07	39.98	33.17	32.88
639296091	188.47	164.67	156.42	177.77	173.61	179.76	196.73	196.8	208.49	215.92	209.29	222.47	164.28	166.41	153.05	100.53	45.96	103.14	66.54	152.09	191.83	165.55	197.17	162.61	124.86	112.76	115.91
639296092	29.17	27.13	32.59	25.69	22.42	23.18	28.53	26.58	29.53	21.77	20.93	24.99	23.96	22.73	20.54	8.21	5.97	7.45	4.82	5.83	7.94	7.84	6.85	9.61	12.33	7.57	7.96
639296093	2.4	1.41	2.84	1.02	0.74	1.93	3.65	1.29	3.95	2.84	4.28	4.79	4.34	2.42	2.54	5.71	5.48	2.6	6.46	6.95	4.98	7.03	0.71	6.75	3.35	3.49	3.21
639296094	15.84	18.48	14.69	19.98	13.08	16.82	19.21	18.65	19.04	18.73	20.45	21.8	12.85	12.34	18.88	23.26	12.12	23.45	11.05	24.54	21.55	24.79	26.63	22.67	23.51	24.87	17.06
639296095	52.66	54.49	59.01	63.48	69.64	53.88	59.02	69.37	78.96	99.43	114.06	90.83	82.32	69.16	68.61	287.19	353.19	299.89	201.49	216.07	187.11	188.12	174.98	181.8	143.85	746.97	225.58
639296096	10.05	13.4	13.29	12.55	12.69	13.49	10.9	12.0	9.86	12.96	12.42	10.48	14.39	10.06	13.05	293.59	473.98	298.18	19.45	71.14	55.77	43.94	47.32	55.89	32.9	1173.52	202.45
639296097	12.2	11.31	8.46	12.82	10.33	11.56	9.15	11.25	8.83	11.94	10.74	7.64	9.44	9.15	12.58	13.08	10.6	10.15	12.97	20.5	29.37	26.16	23.46	32.1	11.84	15.07	10.52
639296098	553.36	509.72	473.71	811.5	875.15	871.97	873.64	908.43	861.24	964.82	971.47	1005.76	741.19	613.41	723.1	297.37	144.69	385.3	202.95	393.9	547.65	441.15	536.97	431.78	900.27	385.06	536.61
639296099	78.22	66.93	67.92	159.58	145.86	154.21	151.52	165.75	171.61	152.27	153.62	164.25	141.99	126.47	110.05	45.55	20.51	60.08	34.3	61.87	92.14	72.21	88.7	75.94	131.6	69.86	86.69
639296100	20.32	18.16	21.86	44.26	39.25	43.41	46.16	48.83	56.51	48.53	55.65	48.68	35.97	32.41	35.9	26.48	13.67	30.24	9.17	22.3	31.86	26.76	27.2	32.91	59.37	30.42	26.07
639296101	25.21	21.8	21.67	57.81	49.57	43.71	50.83	58.88	58.57	53.74	58.77	56.91	39.33	37.68	38.92	33.21	12.94	32.98	11.98	34.14	42.33	34.14	35.86	32.46	88.43	33.86	42.28
639296102	14.75	14.24	17.36	18.5	11.41	15.08	19.11	15.64	15.99	14.65	17.38	14.72	14.24	14.46	19.14	7.1	5.36	5.77	2.31	4.15	4.16	5.65	6.06	7.98	7.75	4.81	6.19
639296103	52.61	50.96	50.22	77.64	65.12	72.11	78.13	75.15	87.16	72.21	81.92	75.21	61.27	68.94	75.2	57.3	51.85	59.66	57.04	46.6	50.38	73.79	68.96	77.75	63.69	53.34	53.97
639296104	0.57	0.58	2.01	0.85	0.61	0.53	3.02	2.13	4.76	0.67	0.79	0.57	2.65	0.8	0.53	5.48	6.15	2.69	0.89	2.74	3.54	5.82	3.51	4.3	3.84	3.47	2.95
639296106	87.59	70.91	75.1	109.34	82.53	95.62	125.36	119.78	129.58	107.28	89.39	85.54	101.89	107.81	136.76	317.53	269.21	316.49	202.09	173.83	246.26	252.21	271.85	268.99	242.34	328.2	292.16
639296107	0.0	0.0	0.0	0.0	0.0	0.0	2.56	0.0	0.71	0.0	0.0	0.0	1.35	0.0	0.63	8.87	5.21	1.92	0.0	1.95	0.0	5.53	3.47	6.64	1.01	0.0	1.4
639296108	60.75	52.19	58.53	58.3	51.29	49.27	52.21	50.24	57.13	42.72	45.92	46.49	49.0	57.43	59.3	24.17	17.09	23.37	20.45	25.71	35.71	54.22	45.2	44.31	34.08	28.13	30.96
639296109	102.61	108.06	94.16	97.78	107.39	95.91	93.32	91.41	102.05	91.11	96.16	96.15	90.07	90.42	87.04	50.14	34.46	55.11	38.55	62.18	66.82	102.46	119.69	110.5	78.63	67.11	63.81
639296110	74.95	73.54	80.25	36.65	28.31	28.26	53.19	38.35	41.05	36.32	42.6	38.98	47.13	45.74	52.76	14.73	13.1	16.87	11.74	9.84	9.19	14.04	20.33	13.92	19.65	20.21	20.86
639296111	324.83	287.21	312.16	55.08	55.85	52.36	53.1	56.62	53.51	55.99	54.78	58.76	50.09	61.15	55.09	615.69	643.16	526.3	739.62	587.74	533.16	685.95	628.2	709.73	330.3	372.08	374.39
639296112	107.83	105.43	112.62	65.94	64.51	72.36	69.05	78.12	72.74	61.9	47.24	35.87	80.39	73.04	86.63	20.49	11.39	17.36	10.41	23.77	17.03	13.58	24.73	21.52	14.23	19.89	17.07
639296113	335.84	335.64	358.74	291.33	235.84	249.97	279.74	238.81	247.07	190.81	198.58	208.79	247.59	287.43	281.86	14.79	16.57	37.63	15.48	20.25	21.59	26.74	31.92	25.55	23.64	24.73	32.2
639296114	77.65	72.24	63.46	99.8	80.01	93.41	90.63	83.09	90.63	85.12	76.94	77.75	75.07	79.07	71.84	30.35	16.65	33.3	11.76	18.7	25.72	26.2	44.47	25.04	73.93	19.16	33.84
639296115	536.72	336.82	364.11	610.38	263.17	514.62	1210.29	891.17	812.83	892.27	830.0	921.89	975.65	918.59	1224.09	109.43	64.76	193.58	150.92	622.46	777.55	59.64	52.84	63.85	231.3	201.43	195.37
639296116	127.89	108.85	123.1	91.05	38.83	81.13	138.12	92.75	107.29	89.3	80.59	88.67	69.56	137.21	130.33	287.08	256.86	274.4	102.33	163.17	210.54	269.77	313.01	302.69	276.61	323.98	383.47
639296117	5.98	7.21	7.59	6.56	4.64	6.12	6.48	5.41	7.37	4.16	5.49	4.47	4.93	4.72	4.32	4.63	4.9	3.25	2.0	3.82	2.56	5.41	4.17	6.73	4.83	3.67	4.03
639296118	7.03	7.03	7.48	10.5	6.25	9.42	10.56	8.84	10.88	7.48	9.27	6.14	9.62	9.19	8.16	13.27	14.61	8.51	10.64	8.32	7.3	9.2	15.78	15.86	7.67	10.91	4.94
639296119	2.65	2.26	4.18	6.59	8.08	6.23	11.08	9.61	6.48	8.35	10.41	3.96	8.25	0.62	10.24	13.95	18.91	19.27	14.57	10.24	9.17	16.75	10.02	14.73	9.3	10.78	9.19
639296120	50.18	46.54	50.45	43.41	44.58	47.0	41.18	35.01	45.17	36.1	35.39	39.65	32.93	40.46	33.58	14.87	14.36	17.86	7.72	11.92	17.37	15.01	19.21	16.01	14.15	10.64	12.41
639296121	40.26	44.01	40.88	30.86	32.51	34.13	32.43	31.52	34.58	33.83	33.62	33.57	32.17	36.47	33.31	9.77	6.97	9.05	8.53	9.85	9.08	18.75	17.5	15.36	11.06	8.36	8.82
639296122	242.99	235.88	239.18	237.46	215.22	216.92	244.93	254.31	258.6	235.92	259.06	249.51	223.39	220.92	217.63	200.85	173.98	212.59	221.14	273.17	306.15	297.33	324.57	313.12	302.16	248.4	233.15
639296123	206.37	197.98	190.02	173.65	148.54	152.66	207.82	186.09	189.01	191.67	190.36	196.49	174.58	178.93	201.67	86.34	62.56	101.22	63.55	84.03	107.1	104.95	137.28	105.75	227.33	121.88	142.03
639296124	27.69	20.99	27.53	42.56	25.93	36.61	24.41	35.25	35.35	24.2	36.74	26.83	30.8	28.34	36.88	13.39	7.87	15.23	4.73	9.31	4.17	7.41	12.84	12.78	15.7	13.07	13.37
639296125	33.33	24.11	28.86	37.12	25.0	26.59	30.21	25.14	29.49	22.0	27.04	22.72	21.95	18.7	26.38	3.79	5.07	7.2	3.63	3.59	4.02	5.95	6.3	8.57	7.16	4.39	5.89
639296126	127.7	108.86	116.9	56.26	46.04	56.5	79.55	73.69	64.01	95.75	92.86	84.92	54.31	49.71	55.25	53.47	45.49	49.84	41.81	46.36	45.69	82.63	104.43	82.35	60.18	60.57	74.14
639296127	113.68	115.36	94.7	64.82	55.94	75.31	95.75	92.24	96.14	102.64	100.04	98.21	83.62	69.93	66.94	34.35	35.97	37.13	47.55	43.12	31.74	74.61	89.58	77.4	58.84	55.98	64.27
639296128	261.48	261.67	267.72	236.61	202.9	224.19	227.6	220.3	262.56	209.99	200.94	206.79	217.83	217.24	220.54	26.81	17.15	47.04	19.48	20.37	26.0	30.79	44.3	31.58	60.53	42.12	45.35
639296129	95.03	87.89	87.06	154.76	124.99	151.29	130.91	147.09	154.39	159.83	153.44	144.61	125.3	100.12	136.66	81.74	45.64	105.35	52.04	104.26	152.09	70.72	106.93	77.08	176.07	145.86	180.87
639296130	148.76	135.1	153.73	164.48	139.27	142.56	147.11	162.27	154.19	172.61	182.4	172.39	175.52	117.72	146.1	90.05	44.92	102.46	29.02	43.82	77.14	74.2	111.42	82.19	143.88	85.69	105.88
639296131	86.36	90.97	93.09	99.74	92.79	100.61	117.51	108.6	108.26	107.64	105.95	109.83	98.22	102.74	117.98	15.23	8.76	23.81	8.06	12.98	17.82	25.06	30.51	28.07	25.88	17.84	16.22
639296132	35.48	36.84	34.55	53.37	41.92	55.47	54.58	49.91	55.66	47.2	47.86	49.29	41.95	38.65	43.67	19.17	8.25	19.09	4.45	7.67	10.86	21.2	21.14	21.08	31.5	13.02	14.79
639296133	218.5	218.85	219.29	168.36	154.08	162.32	173.65	159.23	162.99	151.94	150.97	151.97	157.06	175.06	171.28	14.09	11.54	28.15	9.61	13.1	14.48	21.11	33.35	22.78	41.74	25.06	30.07
639296134	18.3	17.04	16.23	15.11	12.7	12.23	10.25	17.53	17.42	10.82	9.02	15.14	9.16	12.92	10.5	5.07	4.97	2.74	1.14	2.09	0.0	5.93	3.48	4.38	4.35	3.92	2.51
639296135	58.09	67.02	61.75	67.83	78.39	68.77	70.91	89.53	79.9	115.68	103.69	116.67	65.07	54.91	46.52	6.02	3.68	12.59	9.81	11.56	13.17	13.94	22.66	15.41	49.93	12.63	20.48
639296136	94.19	98.91	113.61	80.38	75.22	86.4	80.35	73.17	74.91	73.45	68.82	69.53	69.96	86.15	99.37	8.19	9.68	11.33	6.89	9.28	10.46	14.54	21.08	12.8	15.57	13.76	12.72
639296137	175.88	196.18	188.73	98.24	84.51	92.47	110.36	98.68	99.13	105.3	111.07	104.06	90.32	101.8	90.45	13.55	15.03	22.19	17.36	21.4	24.7	32.71	47.09	28.53	39.1	35.58	37.25
639296138	61.91	50.38	53.71	61.89	51.56	62.6	78.45	89.7	83.03	106.41	107.19	112.89	63.54	56.38	61.87	120.97	77.29	122.21	199.56	314.11	331.85	262.31	276.95	254.66	265.08	188.82	256.18
639296139	116.86	110.95	118.15	133.63	189.55	121.64	99.34	147.29	142.93	151.41	127.31	144.85	145.35	104.65	117.09	19.86	8.31	28.62	20.28	36.01	45.17	48.34	56.72	49.03	61.4	16.23	27.48
639296140	60.22	57.67	52.75	52.62	40.36	37.84	49.69	59.47	59.48	49.2	53.38	47.13	41.27	39.0	52.07	30.5	19.22	26.92	14.24	15.94	15.31	19.74	19.6	21.79	37.77	28.99	27.32
639296141	392.86	391.77	368.93	806.3	734.53	827.78	703.8	773.46	804.14	592.88	652.55	626.85	633.42	635.35	697.51	1078.64	866.17	1097.65	720.43	1064.65	1298.91	656.78	776.47	732.07	2183.39	1485.56	1427.19
639296142	69.5	73.82	66.99	158.03	148.83	167.03	176.24	138.95	149.74	143.35	143.33	147.17	140.1	154.65	136.3	99.32	54.84	109.61	38.42	68.78	91.3	94.24	103.1	102.53	321.27	114.47	133.36
639296143	35.47	38.05	38.83	27.52	31.98	33.12	34.12	31.99	31.02	35.13	40.85	37.4	28.02	25.31	26.17	33.56	33.13	39.37	27.58	34.4	35.66	46.28	55.75	46.66	41.0	36.86	29.36
639296144	15.74	14.87	14.48	13.81	11.3	11.05	15.77	12.38	16.25	11.23	18.72	9.23	14.84	16.59	22.96	4.83	3.48	4.03	2.75	2.66	2.08	5.89	4.38	7.77	5.26	4.58	5.72
639296145	165.24	165.32	163.73	100.03	104.8	102.06	125.99	110.71	119.8	113.25	117.07	122.5	107.33	114.55	102.66	18.58	13.75	27.5	16.63	19.2	28.29	22.96	31.16	23.68	52.39	29.39	37.75
639296146	16.06	19.19	16.25	18.79	14.8	20.4	22.03	20.38	22.05	18.21	17.91	15.03	14.36	20.57	18.44	8.43	13.59	12.1	11.84	9.6	5.85	14.09	9.91	9.29	8.47	11.45	8.79
639296147	32.33	30.11	35.0	34.84	25.29	32.3	40.79	30.79	33.57	28.91	27.11	26.49	25.82	27.72	32.4	14.55	15.24	16.72	17.13	17.8	16.04	23.35	22.41	22.01	21.65	17.76	13.4
639296148	132.59	116.39	136.26	135.75	86.63	114.67	181.08	156.41	144.51	176.48	155.34	146.21	145.0	100.3	157.18	133.65	122.16	132.44	95.23	83.99	96.44	108.76	113.02	112.78	189.75	182.68	181.49
639296149	31.75	31.91	34.91	13.82	8.93	10.95	12.86	21.44	20.25	20.94	18.59	19.11	15.55	15.1	12.88	93.44	83.19	99.34	240.0	200.91	183.93	203.76	211.44	188.61	30.36	73.06	60.3
639296150	195.06	232.77	229.66	47.87	31.22	37.2	64.14	61.1	53.2	66.4	72.19	72.15	43.94	47.85	41.25	1897.54	1945.06	1667.75	3540.85	3520.87	2965.96	3117.85	3106.84	2883.08	948.58	1689.79	1444.85
639296151	40.5	31.27	37.33	27.37	17.58	22.88	40.98	39.31	41.5	53.17	52.76	48.56	45.94	28.06	35.16	35.56	24.72	38.29	17.55	27.53	44.46	35.7	41.96	48.11	52.81	46.07	46.98
639296152	22.9	22.05	18.02	36.86	19.83	30.77	54.02	34.67	40.78	27.64	26.71	33.21	43.17	50.04	66.9	9.19	7.91	9.14	9.92	8.58	9.51	11.6	10.81	11.06	16.45	11.22	11.19
639296153	12.58	12.63	7.99	6.92	3.71	8.35	11.98	6.86	10.28	16.76	16.9	18.24	14.32	11.04	15.0	11.4	6.36	4.9	7.7	15.23	20.9	18.88	16.67	18.18	20.32	9.16	13.1
639296154	50.89	53.97	59.61	53.7	38.63	60.29	112.79	83.32	85.73	146.97	149.73	158.68	84.48	84.98	121.52	49.23	39.45	53.05	151.02	196.8	211.58	216.22	194.94	211.12	81.62	93.89	87.09
639296155	20.9	18.39	21.44	34.18	19.2	31.22	27.2	27.74	35.74	54.72	41.64	55.17	41.59	41.14	47.27	22.71	20.61	23.51	109.16	99.67	92.81	140.24	115.55	130.04	42.92	47.79	45.08
639296156	12.17	15.96	20.03	20.24	18.63	18.34	23.6	27.42	22.56	42.54	40.63	45.86	42.71	39.18	35.43	35.93	25.05	32.32	80.43	111.38	103.24	165.07	150.88	157.01	58.39	67.72	64.43
639296157	7.22	7.96	8.76	6.2	6.61	4.42	4.12	5.56	6.06	5.77	4.76	3.78	6.87	8.67	4.02	4.6	4.38	3.43	1.14	4.36	3.0	3.15	1.86	5.89	1.63	2.76	1.69
639296158	90.34	81.66	91.25	110.89	190.12	119.74	109.18	135.2	131.58	170.52	137.66	162.89	147.93	109.19	119.31	38.39	17.66	43.53	25.07	37.95	45.56	56.33	77.26	53.85	162.21	44.33	68.99
639296159	70.56	65.98	80.55	73.19	83.93	84.16	83.58	74.0	73.01	93.74	80.3	87.8	83.71	63.59	70.77	33.89	29.98	32.68	23.94	35.1	38.51	31.24	46.67	40.02	53.64	46.2	45.3
639296160	17.14	9.99	13.36	4.46	2.52	6.59	8.19	4.58	4.36	2.46	2.7	2.46	7.71	5.5	7.23	180.69	226.27	178.42	262.33	170.76	139.96	203.76	142.98	187.24	182.22	202.4	187.22
639296161	11.29	8.92	10.29	10.28	14.4	11.11	10.76	13.16	12.93	7.52	7.56	8.16	9.1	10.09	11.33	12.65	10.12	13.18	5.92	9.54	14.02	11.85	11.79	12.21	4.98	7.4	7.43
639296162	44.71	37.87	44.22	28.16	26.17	26.08	34.71	25.85	31.21	37.22	29.82	33.9	29.53	28.61	36.73	11.22	6.43	9.32	16.77	11.29	17.47	19.66	17.69	20.56	10.43	8.09	8.6
639296163	50.76	46.18	49.07	29.67	32.8	25.33	45.99	33.8	43.51	38.11	33.68	39.65	39.77	19.33	34.83	39.54	47.63	48.6	61.06	56.74	52.26	70.64	84.29	61.25	34.2	63.34	59.75
639296164	129.11	93.83	118.08	83.55	68.68	73.75	98.98	103.22	101.96	140.33	155.9	127.82	99.78	73.09	76.18	245.11	281.19	238.64	246.08	256.12	290.99	296.52	292.96	316.31	181.25	269.7	243.83
639296165	204.11	196.94	211.62	156.18	136.85	142.25	176.86	138.98	147.95	135.4	151.55	129.02	151.47	156.85	181.98	12.5	10.17	24.12	11.49	15.19	11.37	18.21	23.81	21.88	31.88	20.77	27.36
639296166	35.21	41.41	48.9	42.94	27.13	40.4	38.81	31.04	29.81	31.32	34.95	26.43	18.97	32.39	44.97	2.55	4.34	4.29	1.02	2.5	4.03	3.31	6.67	4.9	6.32	4.6	7.06
639296167	56.53	50.94	54.86	42.3	40.62	40.05	40.9	36.09	43.66	41.11	42.36	40.81	38.86	42.53	42.37	3.99	4.09	6.72	5.23	4.29	3.73	7.15	9.49	8.57	8.34	5.38	6.6
639296168	63.98	56.1	77.09	51.38	42.04	47.72	49.83	48.03	54.29	43.93	41.75	43.6	41.55	41.3	56.83	7.4	5.33	7.83	3.11	3.82	6.07	7.41	6.04	6.91	8.54	7.35	9.49
639296169	10.66	6.96	9.74	15.2	23.48	27.57	20.26	25.64	21.85	20.63	19.83	22.73	29.1	20.19	28.78	14.46	18.26	15.17	6.66	9.13	6.54	9.94	10.25	15.8	26.6	12.33	11.1
639296170	44.86	36.04	46.99	65.4	69.56	69.39	44.39	54.38	60.93	39.95	50.98	44.24	69.99	52.3	61.21	11.87	7.67	10.0	6.37	8.36	10.67	13.86	16.74	18.44	11.38	9.08	10.97
639296171	6862.95	7560.81	7219.15	3223.98	3429.34	3881.85	4285.96	4460.15	3893.13	5853.85	5667.64	5606.78	4172.32	3725.6	3549.44	91.53	122.57	569.11	200.05	249.59	332.35	400.72	305.84	332.2	1558.27	381.13	537.97
639296172	8581.46	8737.97	8659.23	3702.61	3830.88	4537.11	4862.74	5288.79	4349.67	6819.68	6138.15	6761.3	5057.98	4422.17	4040.27	126.85	162.21	674.89	212.88	238.89	361.75	405.05	370.69	349.02	1011.13	434.09	534.4
639296173	56.14	60.75	62.89	48.47	46.1	49.43	47.29	43.35	51.75	44.36	40.9	40.51	44.38	43.74	53.25	5.96	6.75	9.72	5.43	5.13	4.61	5.57	7.26	8.33	10.21	7.16	6.29
639296174	87.35	97.58	100.44	69.51	62.27	70.5	74.0	72.97	77.34	73.85	78.53	76.15	69.33	73.1	76.57	8.53	5.83	13.61	4.11	5.17	5.3	7.98	9.15	9.03	9.32	9.03	10.5
