GeneID	HBXGZ	HBXHA	HBXHB	HBXHC	HBXHG	HBXHH	HBXHN	HBXHO	HBXHP	HBXHS	HBXHT	HBXHU	HBXHW	HBXHX	HBXHY	HBXHZ	HBXNA	HBXNB	HBXNC	HBXNG	HBXNH	HBXNN	HBXNO	HBXNP	HBXNS	HBXNT	HBXNU
639295491	10.44	12.64	13.55	24.69	18.27	22.09	28.78	22.75	27.67	22.29	22.12	23.44	24.19	22.53	24.63	28.39	47.23	27.52	28.49	22.42	18.07	22.01	17.21	22.87	8.94	12.1	11.02
639295492	49.06	40.75	45.34	49.55	47.7	52.5	51.81	52.2	50.2	49.8	42.43	40.84	43.09	46.85	47.02	13.26	10.05	14.71	7.81	9.02	4.13	8.35	10.46	13.56	27.34	11.72	18.61
639295493	45.26	47.28	43.06	47.56	43.82	48.82	53.37	50.61	54.29	47.8	58.18	55.26	51.28	45.56	52.42	11.67	12.36	15.63	9.79	9.77	6.04	10.37	12.29	13.12	24.15	10.85	12.97
639295494	69.88	71.05	70.6	80.34	67.57	82.97	85.98	76.33	86.53	70.84	72.91	77.67	71.39	68.49	86.23	31.31	31.34	29.78	22.9	19.89	15.66	20.27	19.98	20.24	46.89	25.5	30.12
639295495	99.91	103.89	105.47	92.96	86.85	80.18	92.45	93.32	93.87	109.69	103.83	105.85	91.27	93.2	79.45	86.24	51.49	60.36	39.4	55.69	72.25	75.03	98.2	73.57	102.21	73.39	97.64
639295496	2202.26	2117.78	2100.96	1698.08	1767.59	1675.19	1492.91	1448.57	1535.54	1312.32	1265.09	1354.5	1489.96	1519.24	1620.68	79.09	61.02	211.71	59.34	67.72	67.66	94.92	153.57	118.81	134.93	85.63	109.45
639295497	125.62	115.65	101.32	42.77	31.31	47.18	61.6	68.49	59.12	72.44	73.27	68.0	54.51	52.35	56.03	87.5	135.55	85.73	127.68	104.24	89.43	122.71	144.32	147.09	61.26	101.86	67.94
639295498	290.85	280.02	272.86	307.33	297.11	291.73	301.69	291.43	305.01	304.53	313.96	284.82	265.03	223.94	233.94	271.07	313.29	253.04	352.33	279.32	257.02	386.96	440.13	437.77	204.78	250.54	276.27
639295499	58.68	60.85	56.86	53.9	48.09	45.93	54.07	60.94	60.08	55.85	54.07	53.76	45.95	49.76	47.51	17.87	17.3	16.57	25.25	14.49	19.35	31.42	33.71	34.35	15.79	18.96	18.06
639295500	60.85	61.34	60.09	46.22	47.51	47.99	54.86	53.22	62.49	62.81	58.01	67.61	54.57	50.8	48.13	57.65	63.69	66.28	63.27	48.09	42.56	63.49	66.69	69.13	42.78	68.73	65.75
639295501	13.03	9.35	11.17	7.78	8.77	9.8	14.86	17.36	15.37	16.17	12.2	11.7	13.04	9.2	16.93	6.0	8.57	4.33	2.56	2.2	1.35	9.69	6.39	5.43	8.33	6.96	5.09
639295502	296.52	317.38	318.21	297.58	247.89	268.01	332.65	272.21	272.92	280.75	294.83	288.03	256.03	273.63	264.18	106.06	100.31	124.61	158.98	152.3	161.1	170.89	207.58	165.44	235.76	182.94	206.06
639295503	119.77	103.8	101.22	169.17	153.89	155.97	161.12	178.22	165.2	172.74	172.45	176.94	132.84	126.18	113.19	186.05	136.63	190.97	138.4	188.72	185.98	145.77	158.3	142.83	175.72	145.42	164.22
639295504	223.38	225.8	210.02	264.82	273.13	271.4	229.54	252.74	232.18	261.84	279.27	271.06	342.43	272.98	259.18	105.52	69.85	119.42	19.44	40.58	47.28	59.9	76.03	66.9	267.97	83.45	123.06
639295505	60.4	55.92	53.83	72.37	64.73	69.74	80.75	80.8	83.72	79.61	83.52	83.75	69.17	60.26	74.72	163.1	202.74	152.71	237.49	245.94	240.47	326.11	340.26	352.94	112.32	142.7	132.68
639295506	114.99	98.06	112.69	55.63	50.3	53.86	61.96	61.29	75.51	70.84	63.93	61.8	63.49	63.57	54.74	42.51	38.05	44.63	28.91	24.45	30.3	42.34	52.22	49.89	36.3	56.54	50.09
639295507	82.15	92.38	80.15	71.43	61.95	69.66	82.84	87.73	105.19	79.08	70.57	64.59	74.15	99.02	110.63	33.94	33.5	35.15	27.55	21.54	22.78	26.92	30.98	25.9	47.05	45.73	41.55
639295508	308.84	306.18	314.59	371.66	313.76	343.36	334.1	331.91	352.13	334.19	325.91	338.63	327.95	310.21	315.57	64.2	58.05	80.41	58.23	64.99	74.41	78.5	92.38	79.12	195.0	100.13	98.28
639295509	379.85	365.43	388.15	392.39	368.76	386.11	437.51	416.5	393.37	390.68	389.95	394.63	389.18	355.79	410.04	74.19	65.17	112.84	65.5	59.82	66.37	75.45	109.2	85.57	211.23	104.73	134.14
639295510	484.96	473.2	458.55	441.2	415.22	428.27	422.75	412.0	430.41	411.85	417.09	419.17	386.38	434.08	405.75	81.79	63.65	120.56	52.11	69.34	65.68	102.36	108.06	102.06	183.78	99.11	112.89
639295511	178.94	184.0	184.27	116.23	106.58	112.42	129.05	127.48	122.45	125.32	128.07	136.19	108.65	120.77	120.01	18.12	16.45	33.12	16.09	19.86	20.45	23.74	32.0	28.09	44.82	26.28	32.55
639295512	2245.51	2229.87	2296.18	1115.31	1045.54	1108.4	1217.19	1373.18	1285.68	1681.3	1639.34	1489.28	1180.3	1022.1	1055.6	1366.35	2975.2	1495.54	1604.61	1395.07	1153.72	1807.18	1842.88	1904.04	1190.5	1352.25	1192.61
639295513	18.79	16.32	18.46	13.06	13.96	13.3	11.72	12.83	16.72	16.0	14.78	14.48	12.03	12.59	12.13	8.15	6.16	6.77	5.05	5.02	2.64	5.05	5.36	6.91	9.75	5.04	4.95
639295514	27.57	25.48	27.21	21.23	19.7	20.41	19.91	19.86	23.73	21.77	21.02	21.8	20.27	19.76	18.3	8.41	7.26	8.27	7.23	6.58	4.66	7.21	5.21	7.6	7.01	7.19	5.61
639295515	55.36	47.79	61.52	42.9	40.38	33.76	35.67	40.13	37.31	42.64	45.15	44.75	41.85	33.58	34.36	33.76	39.37	31.95	35.99	24.21	15.91	22.91	23.88	25.65	22.32	29.06	22.09
639295516	46.82	44.63	47.73	39.33	34.21	35.51	33.87	42.43	44.31	38.03	41.77	40.67	38.3	31.4	31.1	15.43	7.49	18.18	3.41	5.18	5.4	13.99	15.3	15.66	9.72	10.67	8.86
639295517	120.62	120.27	124.98	105.97	108.55	105.66	93.61	105.14	110.2	123.05	105.09	114.54	109.76	92.5	85.54	169.87	96.22	161.47	42.27	65.77	81.02	124.61	126.5	125.79	150.42	155.11	158.42
639295518	0.0	0.0	0.0	1.1	0.0	0.0	0.56	1.66	1.54	1.74	0.0	0.0	0.0	1.04	0.68	0.0	4.18	0.0	0.0	2.13	4.58	0.75	2.28	0.56	1.11	0.0	0.77
639295519	946.99	983.34	964.88	553.4	450.17	584.25	938.41	708.51	676.31	943.89	956.19	928.5	666.8	913.43	935.15	49.15	61.79	122.08	52.75	60.02	83.58	84.12	100.36	81.54	533.83	125.96	205.94
639295520	76.43	87.26	83.25	80.63	73.01	88.95	101.14	91.43	112.76	96.52	99.43	107.31	82.72	93.93	102.61	28.44	22.52	33.61	24.77	18.78	24.22	32.34	28.52	39.29	36.05	31.64	31.47
639295521	330.57	308.67	340.47	379.53	340.34	407.68	393.42	371.28	416.31	370.96	407.14	373.12	346.48	354.27	393.8	118.45	85.56	134.22	57.79	75.64	89.29	126.21	146.88	118.7	170.37	125.81	136.44
639295522	30.76	22.08	24.86	25.65	11.87	21.94	18.71	18.67	18.55	17.88	14.58	22.26	15.57	19.91	27.12	10.35	9.92	6.81	7.65	7.43	5.86	8.94	14.55	10.69	8.87	7.04	5.34
639295523	75.33	68.6	69.5	47.02	36.19	47.57	51.97	46.07	52.13	51.15	45.69	46.76	42.42	49.53	47.07	32.2	31.98	32.15	32.32	31.96	30.69	52.15	54.6	49.85	26.78	34.13	27.85
639295524	300.09	284.75	295.51	150.81	120.21	138.04	166.66	175.64	166.48	197.83	195.61	189.07	154.27	115.7	137.14	228.76	209.42	222.03	297.91	341.41	346.44	388.49	400.89	424.36	358.33	280.49	259.64
639295525	34.35	31.61	35.87	15.21	16.14	16.69	22.36	25.42	23.13	33.11	43.44	36.97	1426.02	1494.49	1445.75	73.8	113.42	62.53	189.56	323.88	458.26	1113.72	696.85	987.25	96.18	97.83	115.7
639295526	36.99	39.35	41.8	28.65	31.86	27.06	31.67	32.3	47.12	31.75	29.26	36.92	39.68	39.09	56.2	7.7	6.93	8.32	3.66	6.35	2.28	6.46	7.07	10.6	8.45	5.86	7.99
639295527	74.78	73.3	68.08	87.45	87.81	83.29	74.45	84.59	86.81	78.11	79.68	74.27	80.2	79.91	90.19	8.64	9.21	15.06	5.61	7.37	5.62	10.22	11.81	13.99	16.28	10.76	9.48
639295528	71.73	91.31	63.95	71.43	87.94	78.19	74.41	59.93	72.91	73.08	72.97	75.26	64.08	72.22	85.02	5.81	7.41	10.12	4.91	4.62	4.58	6.04	12.53	11.72	8.58	5.99	9.96
639295529	174.71	175.59	166.18	163.36	168.32	166.78	164.59	157.2	169.86	153.1	171.49	161.2	152.03	159.24	154.76	12.66	15.28	29.26	13.74	13.79	12.43	19.83	28.5	22.22	22.15	21.23	19.48
639295530	120.94	115.19	121.82	131.61	125.07	118.73	108.05	128.09	132.38	123.9	118.88	121.35	97.83	111.09	117.61	11.96	11.66	19.77	10.58	11.15	9.32	22.02	24.8	15.79	15.18	17.12	14.68
639295531	156.16	144.41	156.33	186.23	155.75	185.45	161.22	142.54	177.21	143.98	152.88	151.11	157.87	170.93	144.1	18.49	18.34	28.5	10.07	16.1	15.97	16.9	28.15	16.52	22.17	19.19	25.35
639295532	1.17	1.6	0.92	3.49	1.26	2.2	3.26	0.88	4.49	1.84	1.08	4.66	2.34	2.2	1.81	9.92	9.65	2.96	5.82	5.27	5.66	13.18	6.43	7.97	2.34	6.74	6.08
639295533	387.89	385.39	382.74	390.94	362.89	369.15	376.95	305.17	331.83	291.34	297.14	291.3	356.69	358.95	370.61	22.09	20.3	57.03	21.81	29.13	24.47	35.43	53.99	38.9	39.79	33.72	48.43
639295534	434.96	373.51	386.36	110.55	88.5	109.11	169.35	179.13	155.46	212.36	239.33	209.58	120.3	130.5	114.42	134.15	129.38	134.23	167.71	159.72	140.05	217.97	244.62	236.52	117.31	173.96	148.68
639295535	360.0	348.53	330.2	117.19	90.47	124.27	188.06	182.11	155.28	214.55	196.67	187.61	139.02	142.21	135.66	50.25	53.86	60.36	71.97	80.93	94.25	131.88	147.56	140.74	63.26	79.46	81.21
639295536	104.38	101.37	107.11	95.65	77.72	81.93	103.11	79.57	91.22	80.1	67.43	81.76	83.0	89.22	98.83	13.33	10.32	19.67	7.76	12.88	11.28	15.06	15.54	12.16	20.88	18.83	19.14
639295537	102.28	93.81	85.14	98.53	91.25	97.05	112.69	112.62	112.24	127.33	122.64	137.42	960.63	942.63	961.53	71.97	53.79	76.58	72.63	111.47	123.83	103.49	120.48	108.57	225.53	83.79	93.61
639295538	298.86	294.43	305.59	467.94	380.95	459.09	521.08	479.17	479.59	452.62	460.01	445.68	493.57	480.39	560.87	18.37	15.89	62.89	13.11	10.84	8.82	14.47	12.52	13.57	24.98	22.37	15.47
639295539	28.69	24.9	21.75	29.3	19.54	23.3	35.43	44.74	35.23	32.77	37.76	34.51	36.34	25.63	31.64	64.82	67.61	57.72	71.7	68.49	51.96	56.6	63.78	60.06	22.69	59.39	39.83
639295540	238.97	220.39	229.66	191.95	179.64	205.89	209.78	190.83	201.93	232.76	212.84	211.6	193.45	174.92	208.08	66.39	46.36	78.87	33.61	49.56	55.99	65.29	74.27	65.47	119.37	66.21	86.74
639295541	20.5	21.68	21.12	17.29	18.35	21.94	24.6	21.75	16.91	21.12	23.76	20.92	18.06	20.46	18.95	8.88	5.64	6.83	3.94	5.28	6.06	8.23	7.43	9.05	15.42	8.99	10.06
639295542	24.58	22.66	23.07	16.46	17.03	17.4	21.28	20.22	21.66	21.08	19.28	21.76	19.77	20.71	21.35	10.52	7.1	8.73	8.14	8.01	8.06	10.22	9.3	11.26	22.24	8.58	12.17
639295546	0.92	0.63	2.89	1.83	0.66	1.15	2.56	1.38	1.6	0.72	0.85	1.83	1.63	2.16	1.42	8.86	5.36	7.25	3.12	2.95	2.54	5.96	4.1	10.43	5.98	5.29	6.05
639295548	5705.46	4893.42	4522.15	2611.76	1790.85	2059.03	1757.85	4401.62	4409.86	3327.61	2506.78	2124.5	2574.13	2385.46	3107.39	182.94	195.79	544.1	261.4	172.77	245.64	285.74	299.42	325.41	470.46	451.29	353.52
639295551	20.69	20.14	19.09	20.57	18.45	23.36	20.54	23.3	21.69	17.92	19.1	17.56	21.85	17.49	22.63	8.27	5.58	6.63	4.56	5.35	5.2	6.56	6.66	8.29	9.02	7.44	8.03
639295552	10.63	10.81	14.18	18.34	15.93	13.73	126.94	145.22	156.11	113.97	108.47	107.76	18.19	17.34	19.65	376.68	247.01	358.71	177.76	390.84	514.39	358.14	443.96	396.02	315.39	511.99	564.31
639295553	265.86	255.02	241.13	485.18	617.38	518.74	4934.12	6181.09	5851.12	4266.79	4329.62	4322.65	544.46	462.89	464.67	7743.96	2958.88	7375.37	1348.34	7250.35	11213.36	3359.95	4018.87	3649.65	6713.91	14511.22	16691.74
639295554	75.69	75.43	79.71	71.24	87.42	79.49	989.26	1076.45	1027.66	1024.46	1047.05	1094.94	86.37	76.49	71.05	1003.41	328.26	1052.08	119.73	734.36	1281.39	401.12	526.16	423.46	652.85	1837.0	2347.13
639295555	81.43	86.34	87.31	72.76	81.14	67.43	1003.91	1016.07	997.33	1030.03	1116.52	1120.98	74.77	75.25	72.9	787.9	262.22	795.43	117.0	726.82	1207.11	357.71	434.08	390.46	390.98	1624.86	1964.89
639295556	18.16	18.24	21.7	18.09	15.48	16.01	195.51	228.96	217.04	201.36	220.69	220.15	12.5	15.5	17.03	45.18	13.38	61.41	11.15	45.71	65.23	31.63	32.02	34.14	15.65	58.91	61.26
639295557	1135.5	1042.16	1046.36	268.85	189.73	244.66	276.1	491.5	489.44	525.8	391.03	376.16	283.6	172.73	253.96	1733.59	2296.69	1781.34	3840.11	1616.86	2041.44	1992.24	1893.31	2036.15	1308.8	2539.57	1888.74
639295558	644.15	773.3	668.99	109.5	70.79	80.51	128.04	123.93	86.3	111.86	116.78	91.57	69.76	87.51	63.65	226.75	283.71	204.69	127.86	194.25	177.81	167.86	281.66	224.5	117.75	358.08	241.79
639295559	319.31	329.38	306.29	35.25	33.45	43.83	61.78	56.74	49.18	50.87	58.84	39.05	37.08	56.11	37.43	47.74	54.43	46.78	34.27	45.32	46.53	69.55	81.7	69.76	29.66	78.12	55.98
639295560	345.69	352.84	326.6	47.29	42.16	44.26	68.08	65.93	56.01	54.16	58.28	49.02	40.77	52.96	38.36	30.61	34.81	30.04	18.09	27.38	34.36	41.46	59.02	44.84	33.97	64.84	49.17
639295561	441.89	437.23	443.26	68.84	61.34	70.71	87.01	90.49	86.53	71.99	90.72	77.71	61.11	72.86	66.94	26.08	27.14	29.58	23.54	29.65	28.44	49.28	66.11	50.33	48.27	58.84	39.07
639295562	30.66	29.08	32.96	39.03	29.49	34.01	40.26	32.8	35.8	31.36	34.51	36.86	31.6	32.55	36.79	43.69	34.25	37.34	37.51	37.55	37.65	29.57	28.26	28.74	40.83	42.1	36.04
639295563	35.2	35.67	32.4	30.06	21.79	29.14	31.17	29.59	31.05	24.92	32.74	28.08	26.8	26.49	38.34	11.29	7.83	10.0	8.7	9.88	11.38	10.81	12.07	11.11	21.72	14.05	15.58
639295564	41.45	44.12	38.11	36.45	38.07	38.54	43.89	39.22	41.01	43.28	46.21	46.21	39.67	34.46	34.55	12.36	8.88	14.7	8.73	15.42	14.62	14.44	16.14	12.57	37.41	17.67	30.13
639295565	60.47	48.44	58.22	42.17	41.44	42.3	36.48	34.89	51.88	58.21	52.34	43.64	46.36	49.05	42.67	20.62	11.87	19.92	22.58	19.08	22.84	23.84	19.86	25.77	44.92	19.58	23.15
639295566	38.52	42.17	41.27	40.25	39.43	41.91	45.97	42.93	40.76	48.41	46.96	48.61	36.66	40.01	42.81	37.16	20.33	35.08	19.82	22.37	27.98	36.85	34.76	38.77	63.27	30.23	42.98
639295567	82.42	72.38	75.88	61.11	63.47	57.22	60.69	55.29	59.57	52.87	54.12	55.39	60.95	55.95	54.38	23.85	16.29	23.41	12.02	15.59	16.75	23.11	23.87	24.82	46.74	26.07	29.51
639295568	70.85	71.77	74.66	108.14	137.85	112.72	96.17	131.41	145.82	144.86	126.44	121.59	142.89	86.04	128.65	43.61	27.0	50.69	43.54	38.18	36.22	56.83	71.07	60.25	119.86	68.5	65.72
639295569	229.36	242.54	232.52	278.43	263.93	260.66	267.7	234.74	268.73	224.84	221.1	234.31	255.22	275.99	267.6	27.93	23.92	55.02	15.38	20.18	19.45	29.79	38.77	24.75	59.85	40.43	39.24
639295570	29.76	24.84	30.58	25.43	20.64	25.74	31.65	27.37	35.31	28.64	29.04	28.7	28.87	28.5	30.32	6.09	6.38	7.3	3.37	5.61	4.98	6.47	6.12	7.56	8.35	6.42	5.65
639295571	83.91	92.44	98.68	86.48	90.36	82.01	74.59	71.71	77.18	65.55	59.66	68.07	62.49	74.32	73.86	14.2	12.34	16.68	10.13	13.93	17.04	20.44	20.56	19.46	19.3	19.44	19.04
639295572	979.94	1020.37	994.67	1115.79	1151.32	1103.02	1068.0	943.49	963.71	828.52	814.58	853.64	889.63	1062.06	965.99	34.79	47.4	121.94	42.99	46.03	51.78	74.66	82.3	62.61	105.71	114.43	126.7
639295573	6.44	7.71	6.35	4.01	6.36	2.02	2.86	5.24	7.32	3.81	2.23	5.89	6.09	6.07	5.48	7.07	12.19	5.6	4.22	8.3	2.23	9.91	3.88	10.58	6.86	6.56	2.24
639295574	8283.98	8473.0	8759.8	7772.54	7804.75	7399.66	6884.4	6574.29	7246.86	6327.07	6637.46	6288.47	6285.87	6949.92	7387.36	316.67	317.67	1067.91	308.06	369.85	449.27	391.67	506.17	391.62	2159.09	701.65	890.26
639295575	232.83	287.71	259.61	109.48	126.45	115.88	110.33	102.41	120.77	103.04	107.95	108.41	97.75	123.95	99.89	7.84	8.57	12.17	9.58	8.99	10.18	13.8	17.39	16.11	15.89	16.5	20.94
639295576	189.49	236.0	215.33	159.67	143.12	146.24	139.97	106.43	118.39	107.49	105.46	109.82	131.62	175.61	131.85	13.8	10.18	18.17	6.29	10.22	5.94	14.07	17.99	15.6	25.58	18.03	20.83
639295577	590.39	614.83	615.91	529.54	521.15	535.22	590.77	508.27	543.11	449.01	427.36	439.32	475.94	571.94	553.17	29.43	34.53	74.3	35.15	36.63	37.38	49.89	67.16	49.7	110.8	64.18	81.87
639295578	401.52	404.55	418.46	520.39	375.89	455.89	490.48	416.69	493.18	323.66	264.94	323.3	382.43	471.21	434.63	29.52	40.41	65.58	37.76	24.28	34.56	42.32	74.65	46.99	104.2	65.48	80.08
639295579	475.25	502.85	517.72	501.82	453.85	512.24	571.77	470.1	521.89	413.7	413.98	394.29	402.25	518.24	531.1	22.07	28.84	66.04	23.34	22.58	25.87	35.23	51.27	34.6	61.37	48.45	48.19
639295580	585.33	577.88	576.58	483.69	446.09	477.12	623.65	468.69	514.18	431.11	398.5	400.88	559.62	578.05	640.96	35.76	50.19	90.0	41.26	32.03	33.17	47.31	66.14	48.44	56.76	64.4	56.95
639295581	43.02	44.05	40.84	35.52	34.75	35.85	43.23	40.37	40.13	50.96	53.89	53.96	32.96	33.79	38.64	35.4	18.73	32.22	12.19	22.48	20.82	30.09	39.49	31.79	49.47	38.72	41.52
639295582	149.4	151.22	156.55	115.17	104.52	117.59	116.91	123.48	131.01	125.7	125.89	127.59	101.47	97.47	91.84	49.1	20.07	52.98	15.83	27.84	29.14	34.67	42.95	35.55	73.64	47.23	57.24
639295583	75.52	88.16	75.6	55.23	47.44	46.43	55.64	52.71	69.3	57.91	58.11	47.31	45.68	54.17	52.57	24.35	13.61	28.19	10.97	13.68	15.52	16.95	25.58	18.64	38.61	28.82	41.16
639295584	26.25	23.56	22.06	21.93	26.41	24.53	20.62	24.38	31.16	28.6	31.87	23.1	22.71	14.88	20.04	19.11	9.81	17.21	7.47	11.85	15.07	15.77	15.15	14.67	22.48	9.84	16.01
639295585	462.38	441.84	482.04	293.42	293.53	294.08	270.78	291.37	313.62	354.55	374.02	306.92	274.24	284.2	262.91	130.82	160.09	155.01	179.53	93.49	97.8	162.25	157.56	172.66	178.73	159.84	139.8
639295586	128.91	119.64	132.76	98.18	83.44	90.1	105.57	103.85	110.99	100.58	99.28	104.17	83.28	99.21	91.69	18.75	17.0	26.24	19.68	16.65	14.79	20.02	27.62	22.27	37.82	28.66	30.91
639295587	85.36	103.39	90.75	133.27	117.1	118.72	122.22	118.12	114.27	147.12	150.52	146.36	121.82	103.25	114.0	168.84	111.1	166.55	102.95	156.86	180.13	191.65	215.33	198.99	198.07	184.58	189.57
639295588	60.02	62.46	55.48	61.19	75.83	60.3	67.67	65.69	73.46	87.82	89.44	81.03	53.36	53.32	66.63	24.67	13.55	33.83	33.27	46.29	57.84	37.96	51.22	43.08	35.28	31.11	34.53
639295589	230.83	233.14	232.14	182.88	195.78	201.69	187.11	192.27	196.07	171.51	158.97	165.97	194.97	199.21	190.55	8.04	9.07	22.99	5.92	8.85	8.59	13.18	16.61	9.18	14.89	11.12	14.76
639295590	142.83	151.52	143.76	162.49	162.98	168.15	159.93	139.55	137.22	114.1	117.21	122.73	143.94	162.1	144.57	7.89	8.14	19.75	11.27	10.97	8.19	13.58	18.22	13.39	18.02	12.03	22.16
639295591	439.47	431.37	437.24	807.73	896.64	809.07	717.24	891.11	864.75	814.78	877.73	787.66	834.75	698.07	850.04	239.85	121.46	321.57	132.17	230.56	317.68	240.08	278.95	248.8	627.66	288.65	375.71
639295592	4.76	6.23	8.15	8.83	9.55	7.26	8.74	12.7	12.05	11.84	8.43	8.19	11.5	12.06	13.71	42.67	41.27	38.64	30.71	34.43	24.89	36.71	26.6	32.49	14.08	31.41	15.38
639295593	49.28	47.73	47.91	50.58	50.16	45.57	48.5	54.31	57.13	53.8	52.01	48.2	42.56	36.09	42.61	42.68	30.27	44.26	48.04	49.43	62.35	45.44	44.6	50.68	75.0	61.25	62.45
639295594	159.17	140.36	157.54	75.63	61.8	70.82	93.0	124.57	119.54	141.26	128.95	137.35	72.61	75.18	68.45	30.55	21.85	34.5	19.39	18.82	24.27	24.5	28.94	32.68	37.5	37.52	30.55
639295595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	2.04	0.0	1.13	12.88	4.73	1.74	1.92	1.77	3.81	5.64	1.89	6.02	2.76	3.11	3.18
639295596	6203.67	5241.72	5667.21	5555.3	5757.76	5400.95	4468.19	5564.94	6110.02	4759.4	4259.85	4459.48	5170.84	5336.36	6713.95	183.89	150.01	760.04	198.04	203.48	246.38	293.41	343.26	301.68	471.7	318.8	251.14
639295597	353.87	340.34	297.58	71.43	53.87	49.82	68.81	77.88	109.56	80.92	77.56	55.8	72.18	109.11	137.94	88.5	157.24	78.9	472.97	127.27	204.77	346.39	212.61	263.87	39.84	55.4	69.71
639295598	396.76	368.95	356.55	363.98	362.17	366.25	383.82	394.7	344.43	451.3	446.45	467.94	335.15	326.04	267.66	52.25	33.11	85.08	28.46	44.43	49.97	64.73	79.45	64.27	185.02	87.48	92.98
639295599	33.59	25.71	28.07	30.27	22.97	22.32	25.14	34.63	41.94	29.01	22.56	23.15	29.72	24.86	29.45	20.84	17.89	23.53	12.36	11.34	8.31	13.95	12.38	18.6	19.25	24.69	19.43
639295600	85.42	77.79	78.86	94.53	89.0	94.14	101.52	96.56	106.21	94.01	97.13	94.17	87.13	90.69	92.94	17.1	10.55	24.74	8.93	11.42	14.39	17.37	22.77	18.68	41.43	25.62	28.82
639295601	12.41	11.38	14.49	13.35	11.94	16.35	11.58	9.32	13.89	12.33	12.4	8.43	11.71	11.92	13.52	6.4	6.67	2.2	2.73	5.28	2.06	6.45	3.93	8.03	5.6	3.2	5.52
639295602	1416.79	1317.32	1426.9	1592.88	1938.22	1529.24	1203.35	1365.78	1644.55	1079.62	1022.11	962.45	1337.76	1567.62	1608.54	60.96	61.31	224.65	49.3	42.03	41.69	57.48	55.68	50.74	95.62	80.43	89.7
639295603	16.76	17.0	16.36	32.35	25.36	28.59	31.7	36.98	37.22	35.72	35.02	28.19	27.82	22.85	31.49	87.53	76.21	83.4	131.15	126.28	132.11	116.17	115.67	126.24	102.16	100.97	93.53
639295604	5.22	5.35	5.96	12.82	14.1	14.4	15.14	15.15	17.63	13.08	13.01	11.66	14.65	15.87	17.0	26.26	20.87	26.37	39.91	40.96	42.45	43.93	40.09	46.43	32.41	33.49	33.17
639295605	7.01	4.19	4.15	600.41	973.9	646.21	135.5	170.63	216.27	20.73	19.45	23.32	234.35	310.27	248.91	323.7	93.8	323.27	54.18	64.37	82.52	146.83	256.27	187.83	812.51	271.1	500.63
639295606	3.19	5.95	5.14	767.55	1209.12	1006.42	284.25	268.45	304.1	57.96	45.05	42.83	394.24	360.43	389.21	313.19	90.72	370.45	42.39	66.7	93.36	206.14	312.47	179.43	937.44	312.8	528.38
639295607	1.29	1.06	2.14	272.44	373.36	300.38	104.76	89.48	127.42	20.14	21.83	24.46	123.45	130.81	114.7	62.29	16.38	69.29	5.47	12.47	20.9	51.07	88.66	83.72	245.07	44.63	77.89
639295608	2.06	2.52	2.9	208.88	296.91	230.74	102.49	95.6	111.79	23.12	23.38	21.09	93.86	106.53	108.64	44.4	9.64	45.22	6.53	12.7	11.84	45.79	56.61	51.91	166.85	36.0	45.81
639295609	45.53	45.33	56.49	50.67	52.88	53.74	46.84	50.94	50.56	27.98	35.91	36.53	37.84	46.03	39.78	16.46	9.45	17.79	4.91	9.06	12.05	18.77	6.91	13.88	20.82	11.81	16.73
639295610	51.39	54.48	57.46	46.12	52.78	53.41	46.79	36.64	40.53	33.71	31.45	34.91	31.99	49.71	53.71	15.17	10.92	17.62	7.13	9.81	13.01	11.96	12.93	16.86	32.48	16.7	22.03
639295611	424.7	443.52	423.5	189.64	155.05	191.18	240.65	253.14	241.04	269.1	251.63	264.86	205.18	218.07	205.84	53.25	76.88	64.14	127.45	100.15	83.83	173.57	169.77	170.23	85.45	107.59	88.64
639295612	2129.28	2111.59	2114.16	876.75	746.45	861.83	1211.11	1146.19	971.04	1332.2	1305.99	1269.42	971.28	982.42	928.22	504.66	928.87	534.96	1343.21	923.62	693.47	1292.05	1321.5	1290.93	520.09	813.85	762.63
639295614	147.25	148.05	163.81	150.26	115.39	121.7	113.36	157.62	157.86	166.38	173.92	157.14	144.74	119.43	101.49	168.66	252.51	159.47	275.85	188.44	151.41	262.83	223.45	246.25	194.64	161.34	153.69
639295615	197.72	192.11	189.89	132.36	116.32	145.67	173.61	163.29	153.98	209.8	191.74	199.16	139.66	132.65	136.8	328.59	594.68	294.17	604.31	467.97	338.44	706.49	683.84	678.7	216.05	340.75	294.89
639295616	615.65	542.54	548.54	1160.16	1290.66	1251.86	1203.79	1096.73	1128.32	998.74	985.26	1042.16	1127.21	1037.1	1203.9	877.26	587.31	930.59	1308.3	1612.97	1772.2	1358.44	1501.5	1353.64	1400.79	1195.01	1253.79
639295617	83.81	78.42	82.37	146.46	148.03	153.85	134.56	139.99	158.27	130.28	123.83	121.71	127.77	128.55	131.19	121.75	72.68	131.22	141.93	170.48	180.49	177.62	189.17	180.09	79.35	101.71	104.48
639295618	76.32	63.45	68.82	104.98	115.32	103.97	104.51	100.02	103.02	90.9	97.64	102.9	94.53	96.83	85.27	85.98	45.59	91.91	85.52	104.96	110.32	116.28	131.7	121.32	52.21	61.19	69.02
