	cond_1v2_log2FC	cond_1v2_Padj	cond_1v2_Sig	cond_1v3_log2FC	cond_1v3_Padj	cond_1v3_Sig	cond_1v4_log2FC	cond_1v4_Padj	cond_1v4_Sig	cond_1v5_log2FC	cond_1v5_Padj	cond_1v5_Sig	cond_1v6_log2FC	cond_1v6_Padj	cond_1v6_Sig	cond_1v7_log2FC	cond_1v7_Padj	cond_1v7_Sig	cond_1v8_log2FC	cond_1v8_Padj	cond_1v8_Sig	cond_1v9_log2FC	cond_1v9_Padj	cond_1v9_Sig	cond_2v3_log2FC	cond_2v3_Padj	cond_2v3_Sig	cond_2v4_log2FC	cond_2v4_Padj	cond_2v4_Sig	cond_2v5_log2FC	cond_2v5_Padj	cond_2v5_Sig	cond_2v6_log2FC	cond_2v6_Padj	cond_2v6_Sig	cond_2v7_log2FC	cond_2v7_Padj	cond_2v7_Sig	cond_2v8_log2FC	cond_2v8_Padj	cond_2v8_Sig	cond_2v9_log2FC	cond_2v9_Padj	cond_2v9_Sig	cond_3v4_log2FC	cond_3v4_Padj	cond_3v4_Sig	cond_3v5_log2FC	cond_3v5_Padj	cond_3v5_Sig	cond_3v6_log2FC	cond_3v6_Padj	cond_3v6_Sig	cond_3v7_log2FC	cond_3v7_Padj	cond_3v7_Sig	cond_3v8_log2FC	cond_3v8_Padj	cond_3v8_Sig	cond_3v9_log2FC	cond_3v9_Padj	cond_3v9_Sig	cond_4v5_log2FC	cond_4v5_Padj	cond_4v5_Sig	cond_4v6_log2FC	cond_4v6_Padj	cond_4v6_Sig	cond_4v7_log2FC	cond_4v7_Padj	cond_4v7_Sig	cond_4v8_log2FC	cond_4v8_Padj	cond_4v8_Sig	cond_4v9_log2FC	cond_4v9_Padj	cond_4v9_Sig	cond_5v6_log2FC	cond_5v6_Padj	cond_5v6_Sig	cond_5v7_log2FC	cond_5v7_Padj	cond_5v7_Sig	cond_5v8_log2FC	cond_5v8_Padj	cond_5v8_Sig	cond_5v9_log2FC	cond_5v9_Padj	cond_5v9_Sig	cond_6v7_log2FC	cond_6v7_Padj	cond_6v7_Sig	cond_6v8_log2FC	cond_6v8_Padj	cond_6v8_Sig	cond_6v9_log2FC	cond_6v9_Padj	cond_6v9_Sig	cond_7v8_log2FC	cond_7v8_Padj	cond_7v8_Sig	cond_7v9_log2FC	cond_7v9_Padj	cond_7v9_Sig	cond_8v9_log2FC	cond_8v9_Padj	cond_8v9_Sig
639298111	-0.45 	0.29  	FALSE	-0.16 	0.72  	FALSE	0.23  	0.62  	FALSE	-0.34 	0.42  	FALSE	3     	3.3e-18	TRUE	3.3   	1.4e-21	TRUE	3.3   	9.9e-22	TRUE	2.7   	8.6e-15	TRUE	0.28  	0.8   	FALSE	0.67  	0.18  	FALSE	0.1   	0.95  	FALSE	3.4   	1.7e-23	TRUE	3.7   	2.6e-27	TRUE	3.7   	1.7e-27	TRUE	3.1   	1.7e-19	TRUE	0.39  	0.74  	FALSE	-0.18 	1     	FALSE	3.1   	5.6e-20	TRUE	3.4   	1.5e-23	TRUE	3.4   	1.1e-23	TRUE	2.8   	2.4e-16	TRUE	-0.57 	0.29  	FALSE	2.7   	1.3e-15	TRUE	3     	8.8e-19	TRUE	3     	6.9e-19	TRUE	2.4   	2e-12 	TRUE	3.3   	3.5e-22	TRUE	3.6   	6.5e-26	TRUE	3.6   	4.3e-26	TRUE	3     	2.5e-18	TRUE	0.3   	0.5   	FALSE	0.3   	0.57  	FALSE	-0.32 	0.45  	FALSE	-0.0038	0.99  	FALSE	-0.62 	0.12  	FALSE	-0.62 	0.12  	FALSE
639298112	-0.23 	0.6   	FALSE	0.22  	0.6   	FALSE	0.15  	0.74  	FALSE	-0.17 	0.7   	FALSE	1.8   	1.2e-07	TRUE	2.3   	1.7e-09	TRUE	1.9   	3.4e-08	TRUE	0.87  	0.012 	TRUE	0.45  	0.61  	FALSE	0.38  	0.53  	FALSE	0.059 	0.97  	FALSE	2.1   	2.7e-09	TRUE	2.5   	3.2e-11	TRUE	2.1   	6.7e-10	TRUE	1.1   	0.0015	TRUE	-0.075	0.97  	FALSE	-0.39 	0.85  	FALSE	1.6   	3.7e-06	TRUE	2     	5.9e-08	TRUE	1.7   	1.2e-06	TRUE	0.64  	0.07  	FALSE	-0.32 	0.6   	FALSE	1.7   	1.4e-06	TRUE	2.1   	2.1e-08	TRUE	1.8   	4.3e-07	TRUE	0.72  	0.042 	TRUE	2     	7.5e-09	TRUE	2.4   	8.8e-11	TRUE	2.1   	1.9e-09	TRUE	1     	0.0028	TRUE	0.42  	0.39  	FALSE	0.087 	0.9   	FALSE	-0.96 	0.016 	TRUE	-0.33 	0.6   	FALSE	-1.4  	0.00068	TRUE	-1.1  	0.0074	TRUE
639298113	0.52  	9e-05 	TRUE	0.59  	4.2e-06	TRUE	0.61  	3.8e-06	TRUE	0.66  	4e-07 	TRUE	1.4   	2.6e-25	TRUE	2.1   	2.7e-39	TRUE	1.9   	9.8e-42	TRUE	1.5   	5.1e-28	TRUE	0.073 	0.87  	FALSE	0.093 	0.74  	FALSE	0.14  	0.72  	FALSE	0.85  	3.9e-10	TRUE	1.6   	4.4e-22	TRUE	1.4   	1.2e-21	TRUE	0.94  	7.2e-12	TRUE	0.02  	0.98  	FALSE	0.063 	1     	FALSE	0.78  	6.1e-09	TRUE	1.5   	1.2e-20	TRUE	1.3   	4.1e-20	TRUE	0.87  	1.3e-10	TRUE	0.043 	0.89  	FALSE	0.76  	2.8e-08	TRUE	1.5   	1.2e-19	TRUE	1.3   	6.6e-19	TRUE	0.85  	7.6e-10	TRUE	0.71  	1.5e-07	TRUE	1.4   	9.8e-19	TRUE	1.2   	6.4e-18	TRUE	0.81  	4.3e-09	TRUE	0.71  	0.00015	TRUE	0.51  	0.0038	TRUE	0.094 	0.6   	FALSE	-0.2  	0.45  	FALSE	-0.61 	0.00075	TRUE	-0.41 	0.015 	TRUE
639298114	-0.057	0.8   	FALSE	0.35  	0.053 	FALSE	-0.096	0.65  	FALSE	0.17  	0.4   	FALSE	-0.18 	0.27  	FALSE	-1.1  	2.9e-13	TRUE	-0.71 	4.7e-06	TRUE	-0.77 	6.6e-07	TRUE	0.41  	0.13  	FALSE	-0.039	0.93  	FALSE	0.23  	0.56  	FALSE	-0.13 	0.45  	FALSE	-1.1  	4.8e-12	TRUE	-0.65 	2.8e-05	TRUE	-0.71 	5.1e-06	TRUE	-0.45 	0.085 	FALSE	-0.18 	0.87  	FALSE	-0.53 	0.00085	TRUE	-1.5  	5.6e-22	TRUE	-1.1  	3.6e-12	TRUE	-1.1  	2.1e-13	TRUE	0.26  	0.28  	FALSE	-0.088	0.6   	FALSE	-1.1  	1.9e-11	TRUE	-0.61 	7.5e-05	TRUE	-0.67 	1.5e-05	TRUE	-0.35 	0.031 	TRUE	-1.3  	4.8e-17	TRUE	-0.88 	1.3e-08	TRUE	-0.94 	1.2e-09	TRUE	-0.96 	8.9e-09	TRUE	-0.53 	0.0034	TRUE	-0.59 	0.00066	TRUE	0.44  	0.021 	TRUE	0.38  	0.025 	TRUE	-0.061	0.75  	FALSE
639298115	-0.56 	0.00016	TRUE	-0.39 	0.012 	TRUE	-0.37 	0.019 	TRUE	-0.33 	0.034 	TRUE	-0.5  	0.00031	TRUE	-1.3  	1e-21 	TRUE	-0.55 	7.6e-05	TRUE	-1    	4.9e-14	TRUE	0.17  	0.66  	FALSE	0.19  	0.41  	FALSE	0.22  	0.45  	FALSE	0.051 	0.73  	FALSE	-0.76 	3.3e-08	TRUE	0.0028	0.99  	FALSE	-0.48 	0.00063	TRUE	0.021 	0.98  	FALSE	0.055 	1     	FALSE	-0.12 	0.41  	FALSE	-0.93 	9.4e-12	TRUE	-0.17 	0.24  	FALSE	-0.65 	2.6e-06	TRUE	0.034 	0.93  	FALSE	-0.14 	0.33  	FALSE	-0.95 	4.6e-12	TRUE	-0.19 	0.19  	FALSE	-0.67 	1.5e-06	TRUE	-0.17 	0.23  	FALSE	-0.99 	6.8e-13	TRUE	-0.22 	0.12  	FALSE	-0.7  	3.6e-07	TRUE	-0.81 	3.2e-08	TRUE	-0.049	0.84  	FALSE	-0.53 	0.00056	TRUE	0.76  	5.1e-07	TRUE	0.28  	0.067 	FALSE	-0.48 	0.0013	TRUE
639298116	0.12  	0.67  	FALSE	-0.54 	0.015 	TRUE	-0.39 	0.094 	FALSE	-0.46 	0.043 	TRUE	0.58  	0.0056	TRUE	-1.1  	2.4e-08	TRUE	-0.23 	0.27  	FALSE	-0.56 	0.0062	TRUE	-0.66 	0.02  	TRUE	-0.51 	0.06  	FALSE	-0.58 	0.052 	FALSE	0.46  	0.03  	TRUE	-1.2  	8.8e-10	TRUE	-0.35 	0.093 	FALSE	-0.68 	0.001 	TRUE	0.15  	0.88  	FALSE	0.08  	1     	FALSE	1.1   	4.4e-08	TRUE	-0.59 	0.0036	TRUE	0.31  	0.14  	FALSE	-0.025	0.92  	FALSE	-0.066	0.9   	FALSE	0.98  	2.6e-06	TRUE	-0.73 	0.0003	TRUE	0.16  	0.45  	FALSE	-0.17 	0.44  	FALSE	1     	4.7e-07	TRUE	-0.67 	0.00099	TRUE	0.23  	0.28  	FALSE	-0.11 	0.64  	FALSE	-1.7  	1.8e-15	TRUE	-0.82 	0.00063	TRUE	-1.1  	3.4e-07	TRUE	0.89  	0.00011	TRUE	0.56  	0.01  	TRUE	-0.33 	0.16  	FALSE
639298117	-0.22 	0.36  	FALSE	-0.23 	0.33  	FALSE	-0.75 	0.00039	TRUE	0.21  	0.4   	FALSE	-1.9  	2.7e-22	TRUE	-3    	3.5e-56	TRUE	-1.9  	1.3e-22	TRUE	-3.4  	3.7e-70	TRUE	-0.01 	0.99  	FALSE	-0.52 	0.041 	TRUE	0.43  	0.22  	FALSE	-1.6  	1.6e-17	TRUE	-2.8  	2.4e-48	TRUE	-1.7  	7.8e-18	TRUE	-3.1  	3.3e-61	TRUE	-0.51 	0.12  	FALSE	0.44  	0.24  	FALSE	-1.6  	1.6e-17	TRUE	-2.8  	1.2e-48	TRUE	-1.6  	7.6e-18	TRUE	-3.1  	1e-61 	TRUE	0.95  	1.3e-05	TRUE	-1.1  	6.5e-09	TRUE	-2.3  	9.1e-33	TRUE	-1.1  	4.1e-09	TRUE	-2.6  	1.6e-43	TRUE	-2.1  	6.3e-27	TRUE	-3.2  	1.2e-63	TRUE	-2.1  	2.5e-27	TRUE	-3.6  	1.8e-78	TRUE	-1.1  	1.3e-08	TRUE	-0.013	0.97  	FALSE	-1.5  	5.9e-14	TRUE	1.1   	4.4e-08	TRUE	-0.35 	0.097 	FALSE	-1.5  	3.3e-14	TRUE
639298118	1.1   	0.0002	TRUE	1.2   	5.9e-05	TRUE	1     	0.00094	TRUE	0.21  	0.55  	FALSE	3     	9.5e-28	TRUE	2.7   	6.6e-23	TRUE	2.9   	1.7e-26	TRUE	1.6   	4.2e-09	TRUE	0.083 	0.94  	FALSE	-0.1  	0.89  	FALSE	-0.89 	0.022 	TRUE	1.9   	6.4e-12	TRUE	1.6   	5.4e-09	TRUE	1.8   	3.8e-11	TRUE	0.53  	0.068 	FALSE	-0.18 	0.9   	FALSE	-0.97 	0.0084	TRUE	1.8   	5e-11 	TRUE	1.6   	3.1e-08	TRUE	1.8   	2.7e-10	TRUE	0.45  	0.13  	FALSE	-0.79 	0.029 	TRUE	2     	4.6e-13	TRUE	1.7   	5.7e-10	TRUE	1.9   	3e-12 	TRUE	0.64  	0.029 	TRUE	2.8   	5e-24 	TRUE	2.5   	1.2e-19	TRUE	2.7   	6.4e-23	TRUE	1.4   	4.1e-07	TRUE	-0.28 	0.44  	FALSE	-0.075	0.89  	FALSE	-1.4  	6.7e-06	TRUE	0.21  	0.67  	FALSE	-1.1  	0.00025	TRUE	-1.3  	1.2e-05	TRUE
639298119	0.95  	1.8e-05	TRUE	0.92  	3.6e-05	TRUE	0.95  	2.5e-05	TRUE	0.063 	0.83  	FALSE	1.8   	1.3e-16	TRUE	1.7   	1.4e-14	TRUE	1.7   	4.5e-16	TRUE	0.62  	0.0041	TRUE	-0.035	0.97  	FALSE	-0.0057	0.99  	FALSE	-0.89 	0.00062	TRUE	0.81  	0.00021	TRUE	0.73  	0.0012	TRUE	0.78  	0.00038	TRUE	-0.33 	0.14  	FALSE	0.029 	0.98  	FALSE	-0.86 	0.00095	TRUE	0.85  	9.9e-05	TRUE	0.76  	0.00063	TRUE	0.81  	0.00019	TRUE	-0.3  	0.19  	FALSE	-0.89 	0.0003	TRUE	0.82  	0.00018	TRUE	0.73  	0.0011	TRUE	0.79  	0.00035	TRUE	-0.33 	0.15  	FALSE	1.7   	1.7e-15	TRUE	1.6   	1.5e-13	TRUE	1.7   	5.6e-15	TRUE	0.56  	0.011 	TRUE	-0.084	0.79  	FALSE	-0.033	0.93  	FALSE	-1.1  	1.3e-06	TRUE	0.05  	0.91  	FALSE	-1.1  	5.9e-06	TRUE	-1.1  	1.3e-06	TRUE
639298120	1.1   	0.00053	TRUE	1     	0.00085	TRUE	1.1   	0.00059	TRUE	0.18  	0.65  	FALSE	2.9   	2.4e-22	TRUE	2.7   	1.9e-18	TRUE	2.7   	8.8e-20	TRUE	1.2   	2.7e-05	TRUE	-0.037	0.98  	FALSE	0.0033	1     	FALSE	-0.91 	0.028 	TRUE	1.8   	2e-09 	TRUE	1.6   	2.9e-07	TRUE	1.6   	8.2e-08	TRUE	0.16  	0.63  	FALSE	0.04  	0.98  	FALSE	-0.87 	0.042 	TRUE	1.8   	8.6e-10	TRUE	1.6   	1.4e-07	TRUE	1.7   	3.7e-08	TRUE	0.19  	0.56  	FALSE	-0.91 	0.013 	TRUE	1.8   	2.2e-09	TRUE	1.6   	3.2e-07	TRUE	1.6   	8.8e-08	TRUE	0.15  	0.65  	FALSE	2.7   	9.6e-20	TRUE	2.5   	3.3e-16	TRUE	2.5   	2.2e-17	TRUE	1.1   	0.00039	TRUE	-0.23 	0.59  	FALSE	-0.2  	0.7   	FALSE	-1.7  	5.2e-07	TRUE	0.034 	0.96  	FALSE	-1.4  	1.3e-05	TRUE	-1.5  	5.5e-06	TRUE
639298121	1.2   	0.00064	TRUE	1.2   	0.00044	TRUE	1.2   	0.00059	TRUE	0.18  	0.66  	FALSE	3.3   	4.2e-26	TRUE	2.7   	1.2e-17	TRUE	2.9   	1.7e-20	TRUE	1.3   	2.6e-05	TRUE	0.037 	0.98  	FALSE	0.021 	0.98  	FALSE	-0.97 	0.03  	TRUE	2.2   	9.1e-12	TRUE	1.5   	1.4e-06	TRUE	1.8   	3.1e-08	TRUE	0.19  	0.6   	FALSE	-0.016	1     	FALSE	-1    	0.023 	TRUE	2.1   	2.1e-11	TRUE	1.5   	2.6e-06	TRUE	1.7   	6.3e-08	TRUE	0.15  	0.68  	FALSE	-0.99 	0.013 	TRUE	2.1   	1.5e-11	TRUE	1.5   	2e-06 	TRUE	1.7   	4.8e-08	TRUE	0.17  	0.65  	FALSE	3.1   	2.8e-23	TRUE	2.5   	1.9e-15	TRUE	2.7   	4.7e-18	TRUE	1.2   	0.00035	TRUE	-0.63 	0.1   	FALSE	-0.41 	0.37  	FALSE	-2    	7.1e-09	TRUE	0.22  	0.69  	FALSE	-1.4  	6.6e-05	TRUE	-1.6  	3.3e-06	TRUE
639298122	1.4   	3e-07 	TRUE	1.2   	5.1e-06	TRUE	1.2   	2e-05 	TRUE	0.23  	0.46  	FALSE	3     	9.8e-33	TRUE	2.5   	2e-22 	TRUE	2.5   	1.1e-23	TRUE	1.2   	2.1e-06	TRUE	-0.13 	0.89  	FALSE	-0.2  	0.7   	FALSE	-1.1  	0.0003	TRUE	1.7   	9.3e-11	TRUE	1.1   	1.6e-05	TRUE	1.2   	4.4e-06	TRUE	-0.14 	0.63  	FALSE	-0.066	0.97  	FALSE	-0.98 	0.0022	TRUE	1.8   	2.4e-12	TRUE	1.2   	1.3e-06	TRUE	1.3   	3e-07 	TRUE	-0.005	0.99  	FALSE	-0.92 	0.0028	TRUE	1.9   	3.6e-13	TRUE	1.3   	3.3e-07	TRUE	1.4   	7.2e-08	TRUE	0.061 	0.84  	FALSE	2.8   	7.8e-28	TRUE	2.2   	1.6e-18	TRUE	2.3   	1.2e-19	TRUE	0.98  	0.00016	TRUE	-0.55 	0.075 	FALSE	-0.47 	0.15  	FALSE	-1.8  	4.1e-11	TRUE	0.072 	0.89  	FALSE	-1.2  	4e-06 	TRUE	-1.3  	1.2e-06	TRUE
639298123	1.4   	1.3e-06	TRUE	1.4   	1.7e-06	TRUE	1.2   	8.4e-05	TRUE	0.29  	0.39  	FALSE	4     	1.4e-47	TRUE	2.9   	2e-26 	TRUE	3.2   	5.8e-32	TRUE	1.9   	1.5e-11	TRUE	-0.0098	0.99  	FALSE	-0.23 	0.68  	FALSE	-1.1  	0.0015	TRUE	2.6   	9.5e-21	TRUE	1.5   	3.8e-08	TRUE	1.8   	3.7e-11	TRUE	0.46  	0.11  	FALSE	-0.22 	0.86  	FALSE	-1.1  	0.0015	TRUE	2.6   	7.1e-21	TRUE	1.5   	3.1e-08	TRUE	1.8   	2.9e-11	TRUE	0.47  	0.11  	FALSE	-0.87 	0.012 	TRUE	2.8   	2.8e-24	TRUE	1.8   	2.3e-10	TRUE	2.1   	8.7e-14	TRUE	0.69  	0.016 	TRUE	3.7   	8e-41 	TRUE	2.6   	1.4e-21	TRUE	2.9   	1.5e-26	TRUE	1.6   	1.7e-08	TRUE	-1.1  	0.00078	TRUE	-0.75 	0.027 	TRUE	-2.1  	6e-13 	TRUE	0.3   	0.49  	FALSE	-1.1  	0.00037	TRUE	-1.4  	4e-06 	TRUE
639298124	1.4   	8.1e-08	TRUE	1.4   	2.9e-07	TRUE	1.1   	3.8e-05	TRUE	0.24  	0.45  	FALSE	3.9   	1.4e-51	TRUE	2.9   	5.8e-30	TRUE	3.3   	4.9e-38	TRUE	2.1   	2.3e-16	TRUE	-0.054	0.97  	FALSE	-0.3  	0.52  	FALSE	-1.2  	0.00011	TRUE	2.4   	3.9e-21	TRUE	1.5   	1.1e-08	TRUE	1.9   	4.7e-13	TRUE	0.68  	0.012 	TRUE	-0.25 	0.81  	FALSE	-1.1  	0.00023	TRUE	2.5   	5.4e-22	TRUE	1.5   	3e-09 	TRUE	1.9   	9.6e-14	TRUE	0.73  	0.0067	TRUE	-0.89 	0.0047	TRUE	2.7   	3.3e-26	TRUE	1.8   	5.6e-12	TRUE	2.2   	4.3e-17	TRUE	0.98  	0.00024	TRUE	3.6   	2.9e-45	TRUE	2.7   	2.4e-25	TRUE	3.1   	1e-32 	TRUE	1.9   	5.5e-13	TRUE	-0.96 	0.0012	TRUE	-0.57 	0.084 	FALSE	-1.8  	1.9e-10	TRUE	0.39  	0.31  	FALSE	-0.81 	0.0042	TRUE	-1.2  	1.7e-05	TRUE
639298125	1.6   	7.1e-09	TRUE	1.4   	1.5e-06	TRUE	0.84  	0.0054	TRUE	0.17  	0.63  	FALSE	3.8   	3.2e-45	TRUE	3     	7e-28 	TRUE	3.4   	1.7e-35	TRUE	2.2   	2.7e-16	TRUE	-0.25 	0.78  	FALSE	-0.79 	0.024 	TRUE	-1.5  	3e-06 	TRUE	2.2   	9.1e-16	TRUE	1.3   	1.1e-06	TRUE	1.7   	2e-10 	TRUE	0.6   	0.037 	TRUE	-0.54 	0.36  	FALSE	-1.2  	0.00023	TRUE	2.5   	2.9e-19	TRUE	1.6   	5.8e-09	TRUE	2     	2.8e-13	TRUE	0.85  	0.0027	TRUE	-0.67 	0.074 	FALSE	3     	7.2e-28	TRUE	2.1   	5.7e-15	TRUE	2.5   	1.6e-20	TRUE	1.4   	5.5e-07	TRUE	3.7   	3.8e-41	TRUE	2.8   	8.2e-25	TRUE	3.2   	5.9e-32	TRUE	2     	6.1e-14	TRUE	-0.86 	0.0072	TRUE	-0.46 	0.21  	FALSE	-1.6  	7.3e-08	TRUE	0.4   	0.32  	FALSE	-0.75 	0.013 	TRUE	-1.1  	0.00011	TRUE
639298126	-0.0037	0.99  	FALSE	0.08  	0.7   	FALSE	0.071 	0.74  	FALSE	-0.094	0.65  	FALSE	2.4   	1.7e-42	TRUE	2.1   	1.3e-31	TRUE	1.8   	3.1e-28	TRUE	2.1   	2e-34 	TRUE	0.084 	0.89  	FALSE	0.075 	0.84  	FALSE	-0.09 	0.88  	FALSE	2.4   	2.9e-42	TRUE	2.1   	1.6e-31	TRUE	1.8   	4e-28 	TRUE	2.1   	3.3e-34	TRUE	-0.0086	1     	FALSE	-0.17 	0.88  	FALSE	2.3   	7.4e-40	TRUE	2.1   	1.7e-29	TRUE	1.8   	4.9e-26	TRUE	2     	5.9e-32	TRUE	-0.16 	0.56  	FALSE	2.3   	1e-39 	TRUE	2.1   	2.1e-29	TRUE	1.8   	6.2e-26	TRUE	2     	7.5e-32	TRUE	2.4   	7e-46 	TRUE	2.2   	2.4e-34	TRUE	1.9   	4.9e-31	TRUE	2.2   	1.8e-37	TRUE	-0.22 	0.39  	FALSE	-0.51 	0.022 	TRUE	-0.28 	0.21  	FALSE	-0.3  	0.29  	FALSE	-0.059	0.81  	FALSE	0.24  	0.27  	FALSE
639298127	-0.12 	0.53  	FALSE	0.081 	0.67  	FALSE	-0.032	0.88  	FALSE	-0.18 	0.31  	FALSE	0.72  	6.3e-07	TRUE	0.89  	9.6e-10	TRUE	0.74  	2.8e-07	TRUE	0.31  	0.035 	TRUE	0.2   	0.61  	FALSE	0.086 	0.78  	FALSE	-0.058	0.92  	FALSE	0.84  	6.6e-09	TRUE	1     	4.1e-12	TRUE	0.86  	2.6e-09	TRUE	0.43  	0.0036	TRUE	-0.11 	0.86  	FALSE	-0.26 	0.52  	FALSE	0.64  	1.1e-05	TRUE	0.81  	2.9e-08	TRUE	0.66  	5.3e-06	TRUE	0.23  	0.13  	FALSE	-0.14 	0.58  	FALSE	0.75  	2.1e-07	TRUE	0.92  	2.6e-10	TRUE	0.77  	9.4e-08	TRUE	0.34  	0.022 	TRUE	0.89  	5.2e-10	TRUE	1.1   	2e-13 	TRUE	0.92  	1.8e-10	TRUE	0.49  	0.00091	TRUE	0.17  	0.37  	FALSE	0.022 	0.93  	FALSE	-0.41 	0.014 	TRUE	-0.15 	0.53  	FALSE	-0.57 	0.00024	TRUE	-0.43 	0.0078	TRUE
639298128	1.6   	5.4e-05	TRUE	1.6   	3.2e-05	TRUE	1.3   	0.002 	TRUE	0.69  	0.11  	FALSE	3.4   	2.6e-20	TRUE	3.2   	2e-18 	TRUE	3.3   	7.4e-19	TRUE	2.1   	9.8e-09	TRUE	0.051 	0.98  	FALSE	-0.33 	0.66  	FALSE	-0.89 	0.15  	FALSE	1.8   	1.1e-06	TRUE	1.7   	1e-05 	TRUE	1.7   	6.5e-06	TRUE	0.55  	0.16  	FALSE	-0.38 	0.78  	FALSE	-0.94 	0.13  	FALSE	1.8   	2.2e-06	TRUE	1.6   	1.9e-05	TRUE	1.6   	1.3e-05	TRUE	0.5   	0.22  	FALSE	-0.56 	0.35  	FALSE	2.2   	7.9e-09	TRUE	2     	1.1e-07	TRUE	2     	6.5e-08	TRUE	0.88  	0.024 	TRUE	2.7   	2.8e-13	TRUE	2.5   	7.7e-12	TRUE	2.6   	3.8e-12	TRUE	1.4   	0.00015	TRUE	-0.17 	0.74  	FALSE	-0.14 	0.84  	FALSE	-1.3  	0.0024	TRUE	0.034 	0.97  	FALSE	-1.1  	0.0066	TRUE	-1.1  	0.0057	TRUE
639298129	0.65  	0.0025	TRUE	0.69  	0.0013	TRUE	0.42  	0.071 	FALSE	-0.2  	0.41  	FALSE	2.8   	1.1e-45	TRUE	2.3   	2.5e-32	TRUE	2.4   	1.6e-33	TRUE	1.5   	8.8e-14	TRUE	0.041 	0.97  	FALSE	-0.23 	0.51  	FALSE	-0.85 	0.00044	TRUE	2.2   	2.7e-27	TRUE	1.7   	1.7e-17	TRUE	1.7   	2.8e-18	TRUE	0.83  	4.5e-05	TRUE	-0.28 	0.65  	FALSE	-0.9  	0.00014	TRUE	2.1   	2.8e-26	TRUE	1.7   	1e-16 	TRUE	1.7   	1.8e-17	TRUE	0.79  	0.00011	TRUE	-0.62 	0.013 	TRUE	2.4   	3.3e-33	TRUE	1.9   	3.1e-22	TRUE	2     	4.1e-23	TRUE	1.1   	1.3e-07	TRUE	3     	3.4e-52	TRUE	2.5   	8.6e-38	TRUE	2.6   	4.5e-39	TRUE	1.7   	2.5e-17	TRUE	-0.46 	0.059 	FALSE	-0.42 	0.099 	FALSE	-1.3  	6.2e-10	TRUE	0.034 	0.93  	FALSE	-0.87 	4.8e-05	TRUE	-0.9  	2.5e-05	TRUE
639298130	0.6   	0.027 	TRUE	0.62  	0.021 	TRUE	0.31  	0.29  	FALSE	-0.39 	0.17  	FALSE	2.4   	1.9e-22	TRUE	2.1   	9.5e-17	TRUE	2.3   	2.6e-21	TRUE	1.3   	8.4e-08	TRUE	0.025 	0.98  	FALSE	-0.28 	0.51  	FALSE	-0.99 	0.0011	TRUE	1.8   	4.9e-13	TRUE	1.5   	5.1e-09	TRUE	1.7   	3.2e-12	TRUE	0.71  	0.0048	TRUE	-0.31 	0.68  	FALSE	-1    	0.0006	TRUE	1.8   	9.2e-13	TRUE	1.4   	8.7e-09	TRUE	1.7   	5.8e-12	TRUE	0.69  	0.0068	TRUE	-0.7  	0.024 	TRUE	2.1   	4.4e-17	TRUE	1.7   	2.5e-12	TRUE	2     	3.8e-16	TRUE	1     	6.5e-05	TRUE	2.8   	1.1e-29	TRUE	2.5   	4.9e-23	TRUE	2.7   	1.9e-28	TRUE	1.7   	3.4e-12	TRUE	-0.32 	0.32  	FALSE	-0.067	0.89  	FALSE	-1.1  	0.0001	TRUE	0.26  	0.53  	FALSE	-0.75 	0.0062	TRUE	-1    	0.00018	TRUE
639298131	0.61  	0.01  	TRUE	0.47  	0.054 	FALSE	0.16  	0.56  	FALSE	-0.28 	0.28  	FALSE	2.3   	4.8e-27	TRUE	1.7   	9.3e-15	TRUE	2.1   	1.4e-21	TRUE	1.2   	1.7e-08	TRUE	-0.14 	0.86  	FALSE	-0.45 	0.15  	FALSE	-0.89 	0.00087	TRUE	1.7   	3.6e-15	TRUE	1.1   	1.1e-06	TRUE	1.4   	2.9e-11	TRUE	0.61  	0.0064	TRUE	-0.31 	0.63  	FALSE	-0.75 	0.0084	TRUE	1.9   	1.7e-17	TRUE	1.2   	3.4e-08	TRUE	1.6   	2.8e-13	TRUE	0.75  	0.00077	TRUE	-0.44 	0.16  	FALSE	2.2   	2.7e-23	TRUE	1.5   	3.4e-12	TRUE	1.9   	2.3e-18	TRUE	1.1   	1.4e-06	TRUE	2.6   	2.3e-33	TRUE	2     	1.6e-19	TRUE	2.3   	2.4e-27	TRUE	1.5   	4.2e-12	TRUE	-0.64 	0.012 	TRUE	-0.27 	0.4   	FALSE	-1.1  	4.6e-06	TRUE	0.38  	0.23  	FALSE	-0.46 	0.063 	FALSE	-0.83 	0.00044	TRUE
