locus_tag,LB1,LB2,LB3,Glucose1,Glucose2,Glucose3,Mannose1,Mannose2,Mannose3,Mannitol1,Mannitol2,Mannitol3,Arabinose1,Arabinose2,Arabinose3,Acetate1,Acetate2,Acetate3,Succinate1,Succinate2,Succinate3,Fumarate1,Fumarate2,Fumarate3,PCA1,PCA2,PCA3
Atu0052,31.53,28.89,29.57,20.47,20.92,21.44,26.19,25.2,27.38,26.0,23.75,26.44,23.9,25.16,26.59,16.39,12.32,13.43,13.72,11.83,11.5,15.77,14.04,17.47,27.42,12.22,16.76
Atu0056,1.18,0.8,3.71,2.27,0.81,1.42,3.15,1.72,2.03,0.89,1.04,2.22,1.97,2.62,1.77,13.8,9.3,11.15,5.27,4.36,3.62,9.19,6.19,16.17,7.37,7.53,8.32
Atu0058,7316.71,6237.78,5795.99,3247.1,2200.23,2537.27,2162.89,5486.24,5574.31,4103.16,3088.09,2581.08,3112.01,2897.76,3869.31,285.02,339.61,836.66,440.9,255.0,350.29,440.76,452.03,504.7,580.1,642.66,486.8
Atu0061,26.53,25.67,24.47,25.57,22.66,28.79,25.27,29.04,27.42,22.1,23.53,21.33,26.42,21.25,28.17,12.89,9.68,10.19,7.69,7.89,7.42,10.11,10.06,12.86,11.12,10.6,11.05
Atu0062,13.64,13.78,18.17,22.8,19.57,16.92,156.19,181.0,197.33,140.53,133.63,130.92,21.99,21.06,24.47,586.87,428.45,551.58,299.83,576.86,733.54,552.45,670.23,614.2,388.9,729.1,777.05
Atu0063,340.94,325.08,309.06,603.21,758.51,639.22,6071.02,7704.2,7396.13,5261.23,5333.64,5251.65,658.22,562.3,578.61,12065.2,5132.33,11340.99,2274.23,10701.1,15990.8,5182.87,6067.18,5660.39,8278.71,20664.69,22984.47
Atu0064,97.06,96.15,102.16,88.57,107.4,97.95,1217.21,1341.71,1299.02,1263.23,1289.86,1330.26,104.42,92.92,88.47,1563.33,569.39,1617.76,201.95,1083.87,1827.32,618.74,794.33,656.76,805.01,2615.98,3231.99
Atu0065,104.43,110.06,111.91,90.46,99.68,83.09,1235.22,1266.45,1260.68,1270.09,1375.44,1361.9,90.39,91.41,90.78,1227.56,454.84,1223.12,197.33,1072.75,1721.4,551.79,655.31,605.59,482.1,2313.88,2705.65
Atu0066,23.29,23.25,27.82,22.48,19.02,19.73,240.56,285.38,274.35,248.29,271.87,267.46,15.11,18.83,21.21,70.4,23.21,94.42,18.81,67.46,93.02,48.79,48.34,52.95,19.3,83.89,84.35
Atu0068,826.06,985.74,857.44,136.14,86.98,99.22,157.54,154.46,109.09,137.94,143.86,111.25,84.34,106.3,79.26,353.27,492.11,314.74,215.67,286.7,253.56,258.93,425.21,348.18,145.19,509.92,332.94
Atu0069,409.49,419.87,392.57,43.82,41.1,54.01,76.02,70.72,62.17,62.72,72.48,47.45,44.83,68.16,46.61,74.37,94.42,71.93,57.81,66.89,66.36,107.29,123.34,108.2,36.57,111.25,77.09
Atu0070,443.32,449.78,418.6,58.79,51.8,54.54,83.77,82.18,70.8,66.78,71.8,59.55,49.28,64.33,47.77,47.69,60.38,46.2,30.5,40.42,49.0,63.95,89.11,69.54,41.89,92.33,67.71
Atu0071,566.68,557.34,568.12,85.58,75.36,87.13,107.06,112.79,109.38,88.77,111.75,94.42,73.88,88.51,83.36,40.64,47.07,45.49,39.7,43.76,40.55,76.01,99.81,78.06,59.52,83.79,53.8
Atu0072,39.32,37.07,42.24,48.53,36.23,41.91,49.53,40.88,45.25,38.67,42.51,44.78,38.2,39.54,45.81,68.07,59.41,57.42,63.27,55.43,53.7,45.62,42.67,44.57,50.35,59.95,49.63
Atu0073,45.14,45.47,41.53,37.38,26.77,35.91,38.36,36.88,39.25,30.73,40.34,34.12,32.4,32.18,47.74,17.59,13.59,15.38,14.67,14.58,16.23,16.67,18.23,17.23,26.78,20.0,21.45
Atu0074,53.15,56.24,48.84,45.31,46.77,47.49,54.0,48.89,51.83,53.37,56.93,56.14,47.96,41.86,43.02,19.26,15.41,22.6,14.72,22.76,20.85,22.27,24.37,19.5,46.13,25.16,41.49
Atu0075,77.54,61.75,74.61,52.43,50.91,52.13,44.89,43.49,65.58,71.78,64.47,53.02,56.05,59.59,53.14,32.13,20.58,30.63,38.09,28.15,32.56,36.77,29.98,39.96,55.38,27.88,31.88
Atu0076,49.4,53.75,52.89,50.04,48.45,51.65,56.57,53.5,51.52,59.7,57.85,59.06,44.32,48.6,53.3,57.89,35.27,53.95,33.43,33.01,39.91,56.85,52.48,60.13,78.02,43.05,59.19
Atu0077,105.69,92.26,97.25,75.98,77.98,70.51,74.68,68.92,75.3,65.2,66.67,67.3,73.68,67.96,67.71,37.15,28.25,36.0,20.28,23.0,23.89,35.65,36.03,38.49,57.63,37.12,40.64
Atu0078,90.85,91.48,95.69,134.44,169.36,138.9,118.33,163.79,184.32,178.63,155.76,147.73,172.74,104.52,160.2,67.94,46.84,77.95,73.44,56.35,51.65,87.66,107.3,93.44,147.79,97.55,90.5
Atu0079,294.13,309.17,298.02,346.16,324.26,321.2,329.38,292.59,339.68,277.24,272.37,284.66,308.55,335.26,333.21,43.51,41.49,84.6,25.93,29.79,27.73,45.96,58.54,38.39,73.8,57.57,54.03
Atu0080,38.17,31.66,39.19,31.62,25.36,31.72,38.94,34.11,44.64,35.31,35.78,34.87,34.91,34.62,37.75,9.49,11.07,11.23,5.68,8.28,7.1,9.98,9.24,11.72,10.29,9.14,7.78
Atu0081,107.6,117.84,126.48,107.51,111.01,101.05,91.78,89.38,97.56,80.83,73.49,82.7,75.55,90.28,91.97,22.12,21.41,25.65,17.09,20.56,24.3,31.52,31.04,30.18,23.8,27.68,26.21
Atu0082,1256.67,1300.69,1274.86,1387.22,1414.51,1359.22,1314.09,1175.98,1218.18,1021.62,1003.48,1037.1,1075.52,1290.15,1202.85,54.2,82.21,187.5,72.5,67.94,73.84,115.16,124.24,97.11,130.35,162.96,174.47
Atu0084,10623.42,10800.78,11227.33,9663.32,9588.9,9118.37,8470.67,8194.28,9160.43,7801.68,8176.66,7639.95,7599.32,8442.48,9198.71,493.38,551.01,1642.1,519.61,545.88,640.68,604.17,764.15,607.38,2662.3,999.18,1225.88
Atu0085,298.58,366.75,332.74,136.12,155.35,142.8,135.75,127.65,152.66,127.05,132.98,131.71,118.18,150.56,124.38,12.21,14.86,18.71,16.17,13.27,14.52,21.29,26.25,24.99,19.59,23.5,28.84
Atu0086,243.0,300.84,275.98,198.51,175.83,180.2,172.22,132.66,149.65,132.54,129.91,133.42,159.13,213.32,164.18,21.51,17.66,27.95,10.61,15.08,8.47,21.71,27.17,24.2,31.54,25.68,28.68
Atu0087,757.11,783.74,789.4,658.35,640.28,659.54,726.89,633.52,686.52,553.66,526.46,533.73,575.39,694.76,688.81,45.85,59.9,114.25,59.29,54.06,53.3,76.96,101.39,77.08,136.62,91.4,112.73
Atu0088,514.91,515.69,536.33,646.98,461.82,561.78,603.49,519.37,623.4,399.1,326.38,392.78,462.34,572.4,541.19,45.99,70.08,100.84,63.69,35.84,49.28,65.28,112.69,72.88,128.49,93.25,110.27
Atu0089,609.46,640.99,663.56,623.9,557.6,631.21,703.51,585.94,659.7,510.11,509.97,479.03,486.31,629.54,661.32,34.38,50.03,101.54,39.37,33.33,36.9,54.35,77.41,53.66,75.67,69.0,66.36
Atu0090,750.62,736.64,739.0,601.35,548.06,587.94,767.35,584.19,649.95,531.59,490.9,487.04,676.55,702.19,798.13,55.72,87.06,138.39,69.6,47.27,47.31,72.97,99.85,75.13,69.99,91.71,78.43
Atu0091,55.17,56.16,52.35,44.16,42.69,44.18,53.19,50.32,50.72,62.84,66.39,65.56,39.85,41.05,48.12,55.15,32.5,49.54,20.56,33.19,29.69,46.42,59.62,49.3,61.0,55.13,57.17
Atu0092,191.59,192.77,200.64,143.19,128.41,144.9,143.84,153.91,165.6,154.99,155.08,155.02,122.68,118.4,114.36,76.5,34.82,81.47,26.71,41.09,41.55,53.48,64.84,55.14,90.8,67.26,78.82
Atu0093,96.85,112.38,96.89,68.66,58.29,57.21,68.46,65.7,87.6,71.41,71.58,57.47,55.22,65.8,65.47,37.94,23.6,43.34,18.51,20.2,22.14,26.14,38.61,28.91,47.61,41.04,56.68
Atu0094,33.67,30.04,28.28,27.27,32.45,30.23,25.37,30.39,39.38,35.26,39.26,28.06,27.46,18.08,24.95,29.77,17.01,26.47,12.59,17.49,21.49,24.32,22.88,22.75,27.71,14.02,22.04
Atu0095,592.96,563.23,617.83,364.79,360.63,362.39,333.17,363.17,396.44,437.18,460.75,372.88,331.54,345.24,327.37,203.81,277.68,238.36,302.81,137.99,139.47,250.28,237.87,267.78,220.39,227.62,192.5
Atu0096,165.31,152.51,170.16,122.06,102.52,111.02,129.89,129.44,140.29,124.02,122.31,126.56,100.68,120.51,114.17,29.22,29.48,40.35,33.2,24.57,21.09,30.88,41.7,34.54,46.63,40.81,42.56
Atu0097,109.46,131.8,116.31,165.69,143.87,146.29,150.39,147.22,144.45,181.41,185.43,177.82,147.27,125.42,141.95,263.05,192.71,256.1,173.64,231.52,256.87,295.63,325.08,308.63,244.23,262.85,261.03
Atu0098,76.97,79.62,71.1,76.08,93.17,74.3,83.26,81.88,92.86,108.29,110.18,98.44,64.51,64.77,82.97,38.43,23.49,52.02,56.11,68.32,82.48,58.55,77.33,66.81,43.5,44.3,47.55
Atu0099,296.02,297.19,297.53,227.37,240.53,248.54,230.22,239.65,247.85,211.49,195.84,201.64,235.71,241.99,237.27,12.53,15.74,35.35,9.98,13.06,12.25,20.33,25.08,14.24,18.35,15.84,20.33
Atu0100,183.16,193.15,184.25,202.01,200.23,207.2,196.78,173.94,173.45,140.7,144.4,149.1,174.02,196.92,180.02,12.29,14.12,30.37,19.02,16.19,11.67,20.95,27.51,20.76,22.22,17.13,30.51
Atu0101,563.58,549.88,560.4,1004.23,1101.6,997.0,882.5,1110.69,1093.1,1004.68,1081.27,956.93,1009.17,847.99,1058.47,373.69,210.68,494.48,222.93,340.29,453.02,370.33,421.13,385.87,773.95,411.05,517.35
Atu0102,6.11,7.94,10.45,10.98,11.73,8.94,10.75,15.82,15.23,14.6,10.38,9.95,13.91,14.65,17.08,66.48,71.59,59.42,51.79,50.81,35.5,56.63,40.16,50.39,17.36,44.72,21.18
Atu0103,63.2,60.84,61.4,62.88,61.63,56.16,59.67,67.7,72.21,66.34,64.07,58.56,51.46,43.84,53.06,66.5,52.5,68.06,81.02,72.96,88.91,70.09,67.32,78.6,92.48,87.22,86.0
Atu0104,204.12,178.93,201.92,94.03,75.92,87.27,114.43,155.27,151.1,174.18,158.85,166.87,87.79,91.33,85.23,47.6,37.9,53.05,32.7,27.78,34.61,37.8,43.7,50.69,46.24,53.43,42.07
Atu0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,2.47,0.0,1.41,20.07,8.21,2.68,3.24,2.62,5.43,8.7,2.86,9.34,3.4,4.43,4.38
Atu0106,7955.62,6681.77,7263.6,6906.7,7073.97,6655.42,5497.74,6936.21,7723.4,5868.64,5247.7,5417.88,6251.31,6482.39,8360.18,286.5,260.2,1168.7,334.03,300.33,351.35,452.6,518.21,467.88,581.63,453.99,345.82
Atu0107,453.8,433.85,381.4,88.81,66.19,61.39,84.67,97.07,138.48,99.77,95.55,67.8,87.26,132.54,171.76,137.89,272.74,121.33,797.74,187.84,292.01,534.32,320.98,409.24,49.13,78.89,95.99
Atu0108,508.8,470.31,456.98,452.53,444.96,451.32,472.26,491.96,435.38,556.48,549.98,568.5,405.19,396.06,333.29,81.41,57.43,130.83,48.01,65.58,71.26,99.85,119.94,99.69,228.14,124.57,128.03
Atu0109,43.08,32.77,35.97,37.63,28.22,27.5,30.94,43.17,53.02,35.77,27.79,28.13,35.93,30.19,36.67,32.46,31.04,36.19,20.85,16.73,11.85,21.52,18.7,28.85,23.74,35.16,26.76
Atu0110,109.54,99.16,101.07,117.53,109.35,116.0,124.92,120.36,134.26,115.92,119.66,114.41,105.33,110.17,115.73,26.65,18.3,38.03,15.05,16.86,20.52,26.8,34.37,28.97,51.09,36.48,39.68
Atu0111,15.92,14.5,18.57,16.6,14.67,20.14,14.25,11.62,17.55,15.21,15.27,10.24,14.16,14.48,16.84,9.96,11.56,3.38,4.61,7.79,2.94,9.95,5.93,12.46,6.91,4.56,7.59
Atu0112,1816.9,1679.23,1828.84,1980.37,2381.29,1884.44,1480.62,1702.33,2078.8,1331.25,1259.13,1169.29,1617.29,1904.28,2002.95,94.97,106.35,345.43,83.15,62.03,59.46,88.67,84.06,78.69,117.91,114.54,123.51
Atu0113,21.5,21.67,20.96,40.22,31.16,35.23,39.0,46.09,47.04,44.04,43.14,34.25,33.63,27.76,39.21,136.37,132.19,128.24,221.2,186.37,188.4,179.19,174.63,195.78,125.96,143.79,128.79
Atu0114,6.69,6.83,7.65,15.94,17.33,17.74,18.63,18.88,22.28,16.13,16.03,14.16,17.71,19.28,21.17,40.91,36.21,40.55,67.32,60.45,60.54,67.76,60.52,72.01,39.96,47.7,45.67
Atu0115,8.99,5.35,5.31,746.46,1196.54,796.3,166.73,212.68,273.38,25.56,23.96,28.34,283.32,376.91,309.94,504.34,162.7,497.09,91.39,95.0,117.68,226.49,386.89,291.32,1001.88,386.07,689.37
Atu0116,4.09,7.58,6.59,954.27,1485.52,1240.18,349.74,334.6,384.4,71.47,55.5,52.04,476.62,437.84,484.64,487.96,157.36,569.64,71.5,98.44,133.14,317.98,471.72,278.28,1155.93,445.44,727.58
Atu0117,1.65,1.35,2.74,338.71,458.72,370.15,128.9,111.53,161.07,24.83,26.89,29.72,149.25,158.9,142.82,97.05,28.41,106.55,9.23,18.4,29.8,78.78,133.85,129.85,302.18,63.55,107.26
Atu0118,2.64,3.21,3.72,259.69,364.79,284.34,126.1,119.16,141.31,28.51,28.8,25.62,113.47,129.4,135.28,69.18,16.72,69.53,11.02,18.74,16.88,70.63,85.46,80.51,205.73,51.26,63.09
Atu0119,58.39,57.78,72.4,63.0,64.96,66.22,57.64,63.49,63.91,34.5,44.24,44.38,45.74,55.91,49.53,25.65,16.39,27.36,8.28,13.37,17.19,28.96,10.43,21.52,25.67,16.82,23.04
Atu0120,65.9,69.45,73.64,57.34,64.84,65.81,57.58,45.66,51.23,41.56,38.74,42.41,38.68,60.38,66.88,23.63,18.95,27.1,12.02,14.47,18.55,18.45,19.51,26.15,40.05,23.78,30.34
Atu0121,544.64,565.36,542.79,235.78,190.5,235.58,296.1,315.51,304.69,331.81,309.98,321.78,248.05,264.9,256.31,82.96,133.36,98.63,214.97,147.81,119.54,267.74,256.29,264.01,105.37,153.22,122.05
Atu0122,2730.61,2691.7,2709.69,1090.03,917.08,1062.0,1490.16,1428.63,1227.45,1642.69,1608.85,1542.24,1174.23,1193.41,1155.82,786.27,1611.18,822.59,2265.58,1363.21,988.92,1993.03,1995.04,2002.16,641.31,1158.96,1050.14
Atu0124,188.83,188.72,209.95,186.81,141.77,149.96,139.48,196.46,199.54,205.16,214.25,190.92,174.98,145.08,126.38,262.77,437.99,245.22,465.27,278.13,215.92,405.43,337.34,381.91,240.0,229.76,211.64
Atu0125,253.56,244.89,243.38,164.56,142.91,179.51,213.61,203.53,194.63,258.7,236.2,241.97,168.85,161.14,170.34,511.94,1031.5,452.35,1019.28,690.7,482.63,1089.8,1032.38,1052.63,266.41,485.24,406.06
Atu0126,789.52,691.59,703.06,1442.39,1585.7,1542.63,1481.16,1366.98,1426.26,1231.51,1213.74,1266.13,1362.74,1259.82,1499.1,1366.79,1018.72,1430.96,2206.7,2380.65,2527.25,2095.45,2266.77,2099.41,1727.28,1701.76,1726.46
Atu0127,107.47,99.96,105.57,182.09,181.87,189.59,165.57,174.48,200.06,160.64,152.54,147.87,154.47,156.15,163.36,189.68,126.07,201.77,239.4,251.61,257.39,273.99,285.59,279.3,97.84,144.85,143.87
Atu0128,97.88,80.88,88.21,130.52,141.69,128.12,128.59,124.67,130.23,112.09,120.28,125.01,114.29,117.62,106.18,133.95,79.08,141.32,144.25,154.91,157.33,179.36,198.83,188.15,64.38,87.14,95.03
Atu0129,55.66,50.5,57.99,73.55,81.28,75.04,71.82,79.4,78.67,63.48,75.43,63.04,61.84,67.95,61.51,82.53,62.91,85.0,89.72,100.74,93.34,112.34,128.96,127.62,48.1,59.53,46.76
Atu0130,85.67,74.26,72.27,118.59,130.82,92.09,114.27,93.08,119.76,112.86,130.75,83.14,99.49,81.29,108.84,109.5,89.6,142.16,119.76,158.67,158.64,191.84,199.01,161.97,39.85,69.09,62.87
Atu0131,57.43,55.64,61.12,67.7,67.13,73.12,68.91,75.33,79.49,70.52,69.16,65.49,62.67,63.31,65.18,48.85,36.11,52.98,56.8,56.24,48.92,81.93,91.58,84.34,23.46,29.76,34.13
Atu0132,103.47,85.37,94.53,96.37,105.73,101.37,98.84,105.62,97.57,105.31,130.25,100.64,93.18,94.58,94.5,95.85,75.29,92.59,81.24,90.27,88.03,146.68,152.36,153.93,58.7,75.65,63.36
Atu0133,47.23,46.38,51.31,42.18,44.66,50.45,47.33,47.68,53.26,46.19,51.8,49.82,38.26,39.28,49.26,17.58,11.91,18.75,13.08,15.62,12.06,24.92,25.95,26.07,8.06,8.79,11.03
Atu0134,33.02,36.28,36.33,49.46,41.4,51.45,74.76,58.36,69.43,49.52,59.16,52.75,55.69,56.74,67.98,63.16,62.8,63.16,85.91,84.21,69.69,83.23,80.92,85.61,66.69,85.23,65.55
Atu0135,399.32,413.59,427.86,237.14,232.27,244.48,269.59,276.0,282.37,302.36,328.12,303.94,264.69,252.86,285.56,129.4,78.43,154.06,82.25,98.22,118.8,154.46,146.8,117.92,326.0,132.69,147.01
Atu0136,67.51,68.68,69.27,67.89,71.75,64.83,70.81,70.48,76.57,80.32,72.68,81.42,66.77,56.25,67.89,51.68,36.12,55.31,44.59,57.54,49.81,68.26,65.51,58.33,64.88,52.8,62.2
Atu0137,59.33,54.5,54.3,63.81,46.88,49.33,66.49,57.46,70.65,68.04,72.56,64.62,50.88,56.78,61.37,83.06,55.33,79.92,51.5,59.03,59.56,68.73,77.87,65.89,106.55,81.9,80.33
Atu0138,46.9,40.32,45.66,14.38,10.82,14.46,19.86,22.41,25.67,30.33,27.2,26.26,28.12,18.7,27.52,13.73,12.97,10.88,9.32,7.77,1.7,14.98,9.61,17.54,7.85,7.9,8.02
Atu0139,429.35,367.99,404.08,95.18,81.45,95.25,168.27,158.36,188.54,245.0,236.83,283.51,157.34,148.82,160.88,63.89,63.27,69.93,33.37,30.71,31.44,76.78,77.02,79.53,78.47,43.95,31.74
Atu0140,644.02,614.66,571.39,153.2,159.19,150.69,281.9,203.5,231.06,325.7,358.6,409.11,244.02,288.31,227.61,61.63,67.92,90.99,51.65,52.33,47.86,113.69,116.99,108.42,81.8,52.89,48.24
Atu0141,566.89,519.15,500.89,249.72,144.7,204.86,338.11,266.53,320.39,353.84,352.04,377.58,239.6,268.68,258.25,63.79,66.89,91.22,48.33,44.87,45.45,88.46,108.33,91.76,50.8,59.21,42.04
Atu0142,1288.19,1097.42,1123.78,853.66,349.93,743.35,1435.98,847.93,997.43,802.37,794.47,885.74,568.53,662.19,630.57,203.04,225.95,308.87,123.51,134.77,114.14,205.01,245.38,216.63,95.93,189.66,144.19
Atu0143,56.84,58.78,66.78,740.46,906.05,729.09,421.7,516.6,461.79,292.69,279.09,278.76,264.95,206.35,239.58,5410.83,5753.48,4949.67,7950.77,10169.59,10575.08,11779.66,11856.1,11627.11,6110.94,5506.08,4828.07
Atu0144,2.75,0.7,0.0,9.97,14.21,4.36,0.5,1.0,2.85,0.0,1.83,0.0,3.03,3.68,8.69,10.28,9.61,8.62,10.67,6.13,20.67,22.09,9.2,12.0,2.99,3.11,2.31
Atu0145,3.67,3.77,3.19,2.21,3.15,3.39,2.43,2.37,2.1,2.02,1.44,2.0,2.76,2.57,3.61,5.66,5.9,2.66,1.55,3.25,1.99,6.04,4.29,7.19,1.81,1.88,1.77
Atu0146,3.8,4.4,5.61,3.5,2.85,3.82,4.16,5.48,4.02,4.22,4.26,4.0,5.98,4.85,5.21,9.67,13.08,7.57,3.75,5.28,4.19,7.35,4.93,9.5,5.5,8.59,7.63
Atu0147,25.93,22.13,24.23,38.42,37.01,44.68,41.13,43.34,43.0,40.11,35.75,34.2,43.06,49.61,60.32,7.08,6.95,18.18,4.67,4.69,6.27,6.7,9.16,13.27,15.7,10.56,9.44
Atu0148,37.94,30.73,39.72,83.82,61.28,69.95,71.34,76.89,84.71,53.25,51.13,51.25,82.94,91.08,124.66,17.58,11.96,33.31,10.53,11.57,12.52,13.64,24.5,18.69,26.5,24.01,27.15
Atu0149,493.17,525.45,511.55,378.22,348.19,365.62,359.01,352.84,382.93,337.91,330.1,342.21,328.9,351.72,317.66,48.49,52.5,92.25,43.46,48.24,47.68,109.13,118.28,99.35,74.1,74.05,79.4
Atu0150,755.95,772.19,783.77,515.36,489.28,552.87,542.36,481.3,514.88,536.02,543.93,522.09,453.57,493.85,451.97,149.73,129.66,187.15,111.78,144.72,156.04,227.57,282.05,226.39,186.4,183.01,215.13
Atu0151,995.52,1002.08,1002.06,873.76,768.55,819.7,836.15,786.77,884.55,737.98,751.89,650.31,712.87,748.22,783.53,209.18,185.73,271.69,148.5,145.29,152.57,187.85,298.72,213.5,309.33,278.82,301.35
Atu0152,0.0,0.0,0.87,0.0,0.0,0.67,2.15,1.62,1.53,1.68,0.98,1.4,0.0,0.0,1.33,15.75,8.76,3.36,0.0,0.82,0.0,0.0,0.0,7.45,1.07,0.0,0.0
Atu0153,225.26,195.54,189.7,232.93,189.22,211.48,270.56,230.23,290.77,235.46,256.03,253.24,202.64,241.98,286.98,183.63,142.04,191.33,102.69,109.28,126.08,120.78,141.93,124.48,215.55,157.09,163.15
Atu0154,24.16,20.24,21.2,31.52,19.99,26.16,36.47,33.69,38.82,26.65,26.14,28.5,29.35,29.12,44.41,24.24,22.21,18.78,18.54,14.9,14.92,24.5,20.34,23.69,32.0,22.43,24.87
Atu0156,36.76,27.4,27.19,27.71,20.63,22.34,25.1,29.8,35.55,35.44,25.78,32.93,22.99,25.31,31.0,20.64,14.41,18.84,15.33,11.48,13.41,19.36,17.5,21.68,21.61,17.73,20.67
Atu0157,143.1,122.75,127.73,105.73,108.14,107.93,96.95,101.47,105.66,107.01,95.56,97.42,114.34,99.21,104.99,235.92,166.32,229.89,313.13,510.0,596.25,434.43,450.86,431.06,364.23,226.8,235.82
Atu0158,22.51,22.75,24.51,29.17,33.41,27.31,24.21,21.61,33.27,23.8,20.26,18.86,27.83,25.63,25.63,13.06,10.34,12.58,15.31,36.46,62.03,38.01,34.07,39.48,28.85,9.6,11.48
Atu0159,30.33,30.73,28.73,36.89,36.31,36.73,29.65,31.08,38.19,25.43,25.39,25.0,34.01,36.16,38.03,16.18,13.03,23.01,20.9,42.61,48.06,34.55,36.39,42.62,27.99,19.34,16.52
Atu0160,17.6,14.15,15.91,20.69,23.29,25.46,21.15,21.31,25.48,16.25,19.87,16.45,26.45,22.44,32.48,17.45,12.58,10.13,20.34,25.34,26.31,25.3,28.18,30.01,18.12,12.87,8.8
Atu0161,69.37,71.55,78.21,1.62,4.63,3.48,4.21,3.62,5.3,5.1,6.4,3.64,5.44,5.79,4.04,9.57,12.53,8.02,4.8,4.45,4.07,12.45,14.02,11.61,4.17,4.53,6.63
Atu0162,32.75,22.88,26.88,0.0,0.94,0.82,2.66,1.11,4.08,3.1,2.83,4.3,2.48,3.25,3.28,7.44,5.29,3.45,1.57,3.71,0.7,2.62,3.32,5.28,2.41,4.11,2.37
Atu0163,25.47,21.42,30.89,3.83,1.37,2.99,2.17,1.93,2.22,2.07,1.98,0.63,1.67,3.54,2.53,5.82,4.62,3.01,1.71,2.21,1.15,3.88,2.01,4.85,1.79,2.24,2.22
Atu0164,122.89,116.92,113.85,119.49,119.06,113.85,133.9,119.78,132.19,142.58,144.77,132.85,120.19,115.9,125.05,25.53,19.68,30.24,30.35,28.09,39.0,32.06,36.04,32.45,25.06,30.2,30.2
Atu0165,21.12,20.91,24.24,38.69,17.95,22.46,19.49,22.22,23.76,17.66,18.21,15.27,19.55,19.12,24.64,752.94,1319.73,760.09,679.48,353.82,282.71,302.04,313.29,337.3,101.1,352.45,297.99
Atu0166,5.39,4.89,7.08,10.42,1.86,2.17,5.69,5.25,8.05,6.13,3.19,9.63,5.66,4.81,9.18,7.67,12.56,6.14,8.05,4.67,0.0,10.35,5.1,12.09,2.17,5.42,4.69
Atu0167,25.55,24.1,29.68,32.11,31.35,33.7,48.21,46.82,41.89,43.41,42.45,47.75,35.2,35.56,54.25,44.64,38.14,50.13,26.56,30.05,26.79,38.95,38.35,51.03,21.45,28.54,22.0
Atu0168,68.52,64.41,64.74,59.02,47.83,49.96,38.66,57.44,56.09,55.33,51.59,51.54,40.07,33.4,39.95,10.05,11.03,14.78,5.0,9.92,11.77,16.66,13.31,14.72,16.21,14.68,11.39
Atu0169,115.07,106.36,110.43,91.1,75.86,87.59,89.35,83.77,83.79,101.35,106.58,110.45,74.35,84.17,70.51,27.1,25.16,31.67,22.51,31.25,27.32,33.17,39.53,34.15,52.21,38.13,44.48
Atu0170,72.88,77.69,76.46,62.23,50.05,62.66,57.54,66.27,65.94,83.37,82.94,76.86,58.26,49.49,52.7,29.77,24.28,22.44,25.64,23.16,23.02,32.52,37.68,33.52,43.09,34.54,38.14
Atu0171,1.92,2.42,2.81,0.82,1.28,2.05,3.06,2.15,2.69,1.93,1.81,1.82,1.64,1.97,2.35,5.8,4.66,1.03,1.52,1.76,2.88,4.61,3.16,5.19,1.72,0.77,1.01
Atu0172,3.25,3.63,4.39,3.36,1.28,1.4,1.81,2.6,4.0,1.06,2.48,3.22,2.14,5.18,2.09,4.79,6.27,0.7,0.96,3.1,0.72,3.06,2.82,5.25,1.46,2.62,0.87
Atu0173,15.01,14.79,15.35,5.37,5.92,5.79,7.88,5.66,4.01,6.33,5.4,4.94,5.09,4.29,5.78,6.48,7.19,2.5,2.09,4.13,0.39,4.37,3.28,6.03,3.05,3.05,1.13
Atu0174,1.78,1.09,1.47,0.26,0.55,0.0,1.81,0.65,0.18,2.02,0.24,1.01,1.56,0.71,1.12,5.49,6.2,1.41,0.73,1.97,1.64,4.16,2.16,6.02,1.03,1.81,0.99
Atu0175,8.16,11.1,10.82,8.24,11.23,8.27,10.29,8.66,8.18,8.72,9.56,8.89,8.71,10.59,8.25,9.5,10.71,6.75,6.9,6.88,3.43,6.71,11.12,11.57,4.11,9.5,3.59
Atu0176,9.71,12.33,13.78,9.07,9.8,11.9,14.65,10.55,12.05,8.59,12.37,11.02,10.05,11.26,9.92,14.05,12.06,9.34,4.46,4.32,12.96,12.52,9.18,14.85,9.37,6.59,6.52
Atu0177,7.47,8.42,8.6,9.97,9.13,7.29,10.19,9.9,8.13,8.05,7.34,9.11,10.4,8.68,7.98,11.33,11.26,7.39,2.44,6.78,3.63,12.62,9.08,11.36,7.97,7.11,5.5
Atu0178,6.26,6.39,4.2,9.31,6.46,11.63,10.37,7.29,6.65,7.12,8.12,9.6,8.95,7.47,7.17,7.22,10.52,8.86,2.62,6.78,2.74,10.02,7.81,13.5,9.43,5.93,5.11
Atu0179,4.41,5.34,5.53,6.18,4.12,4.98,6.63,5.63,6.12,2.97,3.12,3.65,3.55,5.34,5.09,9.69,8.65,10.19,6.97,6.13,4.77,10.87,8.2,11.36,9.36,5.76,5.7
Atu0180,5.74,8.66,5.02,5.06,9.79,11.29,7.47,7.29,3.87,8.8,9.65,9.92,8.64,9.02,8.1,23.98,17.09,15.92,3.1,6.67,2.88,15.41,12.14,15.57,13.37,9.6,13.96
